Date,SCATS_Number,Flow,Site_Type
2006-10-01 00:00:00,2000,365,INT
2006-10-01 00:15:00,2000,315,INT
2006-10-01 00:30:00,2000,268,INT
2006-10-01 00:45:00,2000,239,INT
2006-10-01 01:00:00,2000,207,INT
2006-10-01 01:15:00,2000,204,INT
2006-10-01 01:30:00,2000,188,INT
2006-10-01 01:45:00,2000,129,INT
2006-10-01 02:00:00,2000,171,INT
2006-10-01 02:15:00,2000,157,INT
2006-10-01 02:30:00,2000,132,INT
2006-10-01 02:45:00,2000,117,INT
2006-10-01 03:00:00,2000,135,INT
2006-10-01 03:15:00,2000,129,INT
2006-10-01 03:30:00,2000,82,INT
2006-10-01 03:45:00,2000,88,INT
2006-10-01 04:00:00,2000,97,INT
2006-10-01 04:15:00,2000,83,INT
2006-10-01 04:30:00,2000,85,INT
2006-10-01 04:45:00,2000,103,INT
2006-10-01 05:00:00,2000,82,INT
2006-10-01 05:15:00,2000,96,INT
2006-10-01 05:30:00,2000,108,INT
2006-10-01 05:45:00,2000,110,INT
2006-10-01 06:00:00,2000,101,INT
2006-10-01 06:15:00,2000,168,INT
2006-10-01 06:30:00,2000,188,INT
2006-10-01 06:45:00,2000,180,INT
2006-10-01 07:00:00,2000,194,INT
2006-10-01 07:15:00,2000,232,INT
2006-10-01 07:30:00,2000,267,INT
2006-10-01 07:45:00,2000,259,INT
2006-10-01 08:00:00,2000,243,INT
2006-10-01 08:15:00,2000,269,INT
2006-10-01 08:30:00,2000,359,INT
2006-10-01 08:45:00,2000,444,INT
2006-10-01 09:00:00,2000,473,INT
2006-10-01 09:15:00,2000,553,INT
2006-10-01 09:30:00,2000,634,INT
2006-10-01 09:45:00,2000,756,INT
2006-10-01 10:00:00,2000,718,INT
2006-10-01 10:15:00,2000,740,INT
2006-10-01 10:30:00,2000,820,INT
2006-10-01 10:45:00,2000,808,INT
2006-10-01 11:00:00,2000,775,INT
2006-10-01 11:15:00,2000,763,INT
2006-10-01 11:30:00,2000,892,INT
2006-10-01 11:45:00,2000,896,INT
2006-10-01 12:00:00,2000,922,INT
2006-10-01 12:15:00,2000,933,INT
2006-10-01 12:30:00,2000,873,INT
2006-10-01 12:45:00,2000,1042,INT
2006-10-01 13:00:00,2000,993,INT
2006-10-01 13:15:00,2000,890,INT
2006-10-01 13:30:00,2000,939,INT
2006-10-01 13:45:00,2000,863,INT
2006-10-01 14:00:00,2000,969,INT
2006-10-01 14:15:00,2000,865,INT
2006-10-01 14:30:00,2000,909,INT
2006-10-01 14:45:00,2000,847,INT
2006-10-01 15:00:00,2000,897,INT
2006-10-01 15:15:00,2000,872,INT
2006-10-01 15:30:00,2000,856,INT
2006-10-01 15:45:00,2000,894,INT
2006-10-01 16:00:00,2000,857,INT
2006-10-01 16:15:00,2000,929,INT
2006-10-01 16:30:00,2000,916,INT
2006-10-01 16:45:00,2000,956,INT
2006-10-01 17:00:00,2000,983,INT
2006-10-01 17:15:00,2000,905,INT
2006-10-01 17:30:00,2000,934,INT
2006-10-01 17:45:00,2000,882,INT
2006-10-01 18:00:00,2000,873,INT
2006-10-01 18:15:00,2000,780,INT
2006-10-01 18:30:00,2000,615,INT
2006-10-01 18:45:00,2000,603,INT
2006-10-01 19:00:00,2000,553,INT
2006-10-01 19:15:00,2000,530,INT
2006-10-01 19:30:00,2000,506,INT
2006-10-01 19:45:00,2000,418,INT
2006-10-01 20:00:00,2000,433,INT
2006-10-01 20:15:00,2000,381,INT
2006-10-01 20:30:00,2000,344,INT
2006-10-01 20:45:00,2000,368,INT
2006-10-01 21:00:00,2000,403,INT
2006-10-01 21:15:00,2000,412,INT
2006-10-01 21:30:00,2000,381,INT
2006-10-01 21:45:00,2000,360,INT
2006-10-01 22:00:00,2000,339,INT
2006-10-01 22:15:00,2000,287,INT
2006-10-01 22:30:00,2000,290,INT
2006-10-01 22:45:00,2000,222,INT
2006-10-01 23:00:00,2000,205,INT
2006-10-01 23:15:00,2000,191,INT
2006-10-01 23:30:00,2000,153,INT
2006-10-01 23:45:00,2000,138,INT
2006-10-02 00:00:00,2000,134,INT
2006-10-02 00:15:00,2000,111,INT
2006-10-02 00:30:00,2000,82,INT
2006-10-02 00:45:00,2000,59,INT
2006-10-02 01:00:00,2000,71,INT
2006-10-02 01:15:00,2000,44,INT
2006-10-02 01:30:00,2000,38,INT
2006-10-02 01:45:00,2000,40,INT
2006-10-02 02:00:00,2000,34,INT
2006-10-02 02:15:00,2000,42,INT
2006-10-02 02:30:00,2000,57,INT
2006-10-02 02:45:00,2000,30,INT
2006-10-02 03:00:00,2000,25,INT
2006-10-02 03:15:00,2000,27,INT
2006-10-02 03:30:00,2000,35,INT
2006-10-02 03:45:00,2000,37,INT
2006-10-02 04:00:00,2000,47,INT
2006-10-02 04:15:00,2000,45,INT
2006-10-02 04:30:00,2000,44,INT
2006-10-02 04:45:00,2000,86,INT
2006-10-02 05:00:00,2000,78,INT
2006-10-02 05:15:00,2000,141,INT
2006-10-02 05:30:00,2000,176,INT
2006-10-02 05:45:00,2000,224,INT
2006-10-02 06:00:00,2000,303,INT
2006-10-02 06:15:00,2000,474,INT
2006-10-02 06:30:00,2000,678,INT
2006-10-02 06:45:00,2000,756,INT
2006-10-02 07:00:00,2000,936,INT
2006-10-02 07:15:00,2000,1241,INT
2006-10-02 07:30:00,2000,1261,INT
2006-10-02 07:45:00,2000,1396,INT
2006-10-02 08:00:00,2000,1276,INT
2006-10-02 08:15:00,2000,1327,INT
2006-10-02 08:30:00,2000,1216,INT
2006-10-02 08:45:00,2000,1167,INT
2006-10-02 09:00:00,2000,976,INT
2006-10-02 09:15:00,2000,876,INT
2006-10-02 09:30:00,2000,865,INT
2006-10-02 09:45:00,2000,821,INT
2006-10-02 10:00:00,2000,811,INT
2006-10-02 10:15:00,2000,808,INT
2006-10-02 10:30:00,2000,767,INT
2006-10-02 10:45:00,2000,834,INT
2006-10-02 11:00:00,2000,757,INT
2006-10-02 11:15:00,2000,790,INT
2006-10-02 11:30:00,2000,812,INT
2006-10-02 11:45:00,2000,837,INT
2006-10-02 12:00:00,2000,840,INT
2006-10-02 12:15:00,2000,791,INT
2006-10-02 12:30:00,2000,743,INT
2006-10-02 12:45:00,2000,786,INT
2006-10-02 13:00:00,2000,788,INT
2006-10-02 13:15:00,2000,852,INT
2006-10-02 13:30:00,2000,839,INT
2006-10-02 13:45:00,2000,762,INT
2006-10-02 14:00:00,2000,800,INT
2006-10-02 14:15:00,2000,831,INT
2006-10-02 14:30:00,2000,873,INT
2006-10-02 14:45:00,2000,864,INT
2006-10-02 15:00:00,2000,878,INT
2006-10-02 15:15:00,2000,915,INT
2006-10-02 15:30:00,2000,960,INT
2006-10-02 15:45:00,2000,1020,INT
2006-10-02 16:00:00,2000,1116,INT
2006-10-02 16:15:00,2000,1142,INT
2006-10-02 16:30:00,2000,1192,INT
2006-10-02 16:45:00,2000,1156,INT
2006-10-02 17:00:00,2000,1172,INT
2006-10-02 17:15:00,2000,1310,INT
2006-10-02 17:30:00,2000,1324,INT
2006-10-02 17:45:00,2000,1271,INT
2006-10-02 18:00:00,2000,1244,INT
2006-10-02 18:15:00,2000,1169,INT
2006-10-02 18:30:00,2000,994,INT
2006-10-02 18:45:00,2000,837,INT
2006-10-02 19:00:00,2000,773,INT
2006-10-02 19:15:00,2000,711,INT
2006-10-02 19:30:00,2000,639,INT
2006-10-02 19:45:00,2000,584,INT
2006-10-02 20:00:00,2000,536,INT
2006-10-02 20:15:00,2000,490,INT
2006-10-02 20:30:00,2000,448,INT
2006-10-02 20:45:00,2000,456,INT
2006-10-02 21:00:00,2000,421,INT
2006-10-02 21:15:00,2000,399,INT
2006-10-02 21:30:00,2000,395,INT
2006-10-02 21:45:00,2000,432,INT
2006-10-02 22:00:00,2000,362,INT
2006-10-02 22:15:00,2000,334,INT
2006-10-02 22:30:00,2000,301,INT
2006-10-02 22:45:00,2000,235,INT
2006-10-02 23:00:00,2000,232,INT
2006-10-02 23:15:00,2000,191,INT
2006-10-02 23:30:00,2000,183,INT
2006-10-02 23:45:00,2000,125,INT
2006-10-03 00:00:00,2000,100,INT
2006-10-03 00:15:00,2000,96,INT
2006-10-03 00:30:00,2000,70,INT
2006-10-03 00:45:00,2000,44,INT
2006-10-03 01:00:00,2000,49,INT
2006-10-03 01:15:00,2000,58,INT
2006-10-03 01:30:00,2000,36,INT
2006-10-03 01:45:00,2000,44,INT
2006-10-03 02:00:00,2000,39,INT
2006-10-03 02:15:00,2000,36,INT
2006-10-03 02:30:00,2000,38,INT
2006-10-03 02:45:00,2000,28,INT
2006-10-03 03:00:00,2000,30,INT
2006-10-03 03:15:00,2000,30,INT
2006-10-03 03:30:00,2000,32,INT
2006-10-03 03:45:00,2000,32,INT
2006-10-03 04:00:00,2000,25,INT
2006-10-03 04:15:00,2000,40,INT
2006-10-03 04:30:00,2000,54,INT
2006-10-03 04:45:00,2000,59,INT
2006-10-03 05:00:00,2000,74,INT
2006-10-03 05:15:00,2000,136,INT
2006-10-03 05:30:00,2000,210,INT
2006-10-03 05:45:00,2000,275,INT
2006-10-03 06:00:00,2000,394,INT
2006-10-03 06:15:00,2000,609,INT
2006-10-03 06:30:00,2000,846,INT
2006-10-03 06:45:00,2000,899,INT
2006-10-03 07:00:00,2000,1082,INT
2006-10-03 07:15:00,2000,1164,INT
2006-10-03 07:30:00,2000,1292,INT
2006-10-03 07:45:00,2000,1334,INT
2006-10-03 08:00:00,2000,1347,INT
2006-10-03 08:15:00,2000,1322,INT
2006-10-03 08:30:00,2000,1277,INT
2006-10-03 08:45:00,2000,1192,INT
2006-10-03 09:00:00,2000,1186,INT
2006-10-03 09:15:00,2000,1033,INT
2006-10-03 09:30:00,2000,979,INT
2006-10-03 09:45:00,2000,940,INT
2006-10-03 10:00:00,2000,855,INT
2006-10-03 10:15:00,2000,843,INT
2006-10-03 10:30:00,2000,839,INT
2006-10-03 10:45:00,2000,806,INT
2006-10-03 11:00:00,2000,779,INT
2006-10-03 11:15:00,2000,801,INT
2006-10-03 11:30:00,2000,819,INT
2006-10-03 11:45:00,2000,871,INT
2006-10-03 12:00:00,2000,781,INT
2006-10-03 12:15:00,2000,843,INT
2006-10-03 12:30:00,2000,840,INT
2006-10-03 12:45:00,2000,795,INT
2006-10-03 13:00:00,2000,829,INT
2006-10-03 13:15:00,2000,844,INT
2006-10-03 13:30:00,2000,871,INT
2006-10-03 13:45:00,2000,846,INT
2006-10-03 14:00:00,2000,833,INT
2006-10-03 14:15:00,2000,1144,INT
2006-10-03 14:30:00,2000,859,INT
2006-10-03 14:45:00,2000,882,INT
2006-10-03 15:00:00,2000,982,INT
2006-10-03 15:15:00,2000,972,INT
2006-10-03 15:30:00,2000,991,INT
2006-10-03 15:45:00,2000,1005,INT
2006-10-03 16:00:00,2000,1129,INT
2006-10-03 16:15:00,2000,1147,INT
2006-10-03 16:30:00,2000,1256,INT
2006-10-03 16:45:00,2000,1254,INT
2006-10-03 17:00:00,2000,1289,INT
2006-10-03 17:15:00,2000,1280,INT
2006-10-03 17:30:00,2000,1286,INT
2006-10-03 17:45:00,2000,1282,INT
2006-10-03 18:00:00,2000,1316,INT
2006-10-03 18:15:00,2000,1211,INT
2006-10-03 18:30:00,2000,1153,INT
2006-10-03 18:45:00,2000,921,INT
2006-10-03 19:00:00,2000,864,INT
2006-10-03 19:15:00,2000,782,INT
2006-10-03 19:30:00,2000,717,INT
2006-10-03 19:45:00,2000,635,INT
2006-10-03 20:00:00,2000,561,INT
2006-10-03 20:15:00,2000,529,INT
2006-10-03 20:30:00,2000,505,INT
2006-10-03 20:45:00,2000,474,INT
2006-10-03 21:00:00,2000,527,INT
2006-10-03 21:15:00,2000,533,INT
2006-10-03 21:30:00,2000,426,INT
2006-10-03 21:45:00,2000,518,INT
2006-10-03 22:00:00,2000,434,INT
2006-10-03 22:15:00,2000,363,INT
2006-10-03 22:30:00,2000,363,INT
2006-10-03 22:45:00,2000,310,INT
2006-10-03 23:00:00,2000,292,INT
2006-10-03 23:15:00,2000,251,INT
2006-10-03 23:30:00,2000,185,INT
2006-10-03 23:45:00,2000,170,INT
2006-10-04 00:00:00,2000,121,INT
2006-10-04 00:15:00,2000,112,INT
2006-10-04 00:30:00,2000,93,INT
2006-10-04 00:45:00,2000,64,INT
2006-10-04 01:00:00,2000,70,INT
2006-10-04 01:15:00,2000,52,INT
2006-10-04 01:30:00,2000,57,INT
2006-10-04 01:45:00,2000,38,INT
2006-10-04 02:00:00,2000,37,INT
2006-10-04 02:15:00,2000,39,INT
2006-10-04 02:30:00,2000,36,INT
2006-10-04 02:45:00,2000,28,INT
2006-10-04 03:00:00,2000,21,INT
2006-10-04 03:15:00,2000,25,INT
2006-10-04 03:30:00,2000,41,INT
2006-10-04 03:45:00,2000,39,INT
2006-10-04 04:00:00,2000,38,INT
2006-10-04 04:15:00,2000,41,INT
2006-10-04 04:30:00,2000,49,INT
2006-10-04 04:45:00,2000,66,INT
2006-10-04 05:00:00,2000,78,INT
2006-10-04 05:15:00,2000,123,INT
2006-10-04 05:30:00,2000,203,INT
2006-10-04 05:45:00,2000,266,INT
2006-10-04 06:00:00,2000,380,INT
2006-10-04 06:15:00,2000,575,INT
2006-10-04 06:30:00,2000,834,INT
2006-10-04 06:45:00,2000,939,INT
2006-10-04 07:00:00,2000,957,INT
2006-10-04 07:15:00,2000,1210,INT
2006-10-04 07:30:00,2000,1272,INT
2006-10-04 07:45:00,2000,1344,INT
2006-10-04 08:00:00,2000,1268,INT
2006-10-04 08:15:00,2000,1329,INT
2006-10-04 08:30:00,2000,1283,INT
2006-10-04 08:45:00,2000,1269,INT
2006-10-04 09:00:00,2000,1117,INT
2006-10-04 09:15:00,2000,1028,INT
2006-10-04 09:30:00,2000,955,INT
2006-10-04 09:45:00,2000,976,INT
2006-10-04 10:00:00,2000,856,INT
2006-10-04 10:15:00,2000,846,INT
2006-10-04 10:30:00,2000,903,INT
2006-10-04 10:45:00,2000,846,INT
2006-10-04 11:00:00,2000,891,INT
2006-10-04 11:15:00,2000,876,INT
2006-10-04 11:30:00,2000,814,INT
2006-10-04 11:45:00,2000,852,INT
2006-10-04 12:00:00,2000,846,INT
2006-10-04 12:15:00,2000,909,INT
2006-10-04 12:30:00,2000,804,INT
2006-10-04 12:45:00,2000,791,INT
2006-10-04 13:00:00,2000,839,INT
2006-10-04 13:15:00,2000,828,INT
2006-10-04 13:30:00,2000,883,INT
2006-10-04 13:45:00,2000,859,INT
2006-10-04 14:00:00,2000,880,INT
2006-10-04 14:15:00,2000,890,INT
2006-10-04 14:30:00,2000,897,INT
2006-10-04 14:45:00,2000,873,INT
2006-10-04 15:00:00,2000,938,INT
2006-10-04 15:15:00,2000,1002,INT
2006-10-04 15:30:00,2000,987,INT
2006-10-04 15:45:00,2000,1058,INT
2006-10-04 16:00:00,2000,1086,INT
2006-10-04 16:15:00,2000,1101,INT
2006-10-04 16:30:00,2000,1205,INT
2006-10-04 16:45:00,2000,1234,INT
2006-10-04 17:00:00,2000,1158,INT
2006-10-04 17:15:00,2000,1245,INT
2006-10-04 17:30:00,2000,1315,INT
2006-10-04 17:45:00,2000,1323,INT
2006-10-04 18:00:00,2000,1315,INT
2006-10-04 18:15:00,2000,1241,INT
2006-10-04 18:30:00,2000,1086,INT
2006-10-04 18:45:00,2000,921,INT
2006-10-04 19:00:00,2000,878,INT
2006-10-04 19:15:00,2000,798,INT
2006-10-04 19:30:00,2000,720,INT
2006-10-04 19:45:00,2000,564,INT
2006-10-04 20:00:00,2000,563,INT
2006-10-04 20:15:00,2000,560,INT
2006-10-04 20:30:00,2000,569,INT
2006-10-04 20:45:00,2000,528,INT
2006-10-04 21:00:00,2000,487,INT
2006-10-04 21:15:00,2000,497,INT
2006-10-04 21:30:00,2000,482,INT
2006-10-04 21:45:00,2000,436,INT
2006-10-04 22:00:00,2000,469,INT
2006-10-04 22:15:00,2000,417,INT
2006-10-04 22:30:00,2000,380,INT
2006-10-04 22:45:00,2000,323,INT
2006-10-04 23:00:00,2000,319,INT
2006-10-04 23:15:00,2000,234,INT
2006-10-04 23:30:00,2000,227,INT
2006-10-04 23:45:00,2000,163,INT
2006-10-05 00:00:00,2000,145,INT
2006-10-05 00:15:00,2000,121,INT
2006-10-05 00:30:00,2000,100,INT
2006-10-05 00:45:00,2000,77,INT
2006-10-05 01:00:00,2000,73,INT
2006-10-05 01:15:00,2000,59,INT
2006-10-05 01:30:00,2000,73,INT
2006-10-05 01:45:00,2000,54,INT
2006-10-05 02:00:00,2000,41,INT
2006-10-05 02:15:00,2000,45,INT
2006-10-05 02:30:00,2000,42,INT
2006-10-05 02:45:00,2000,33,INT
2006-10-05 03:00:00,2000,40,INT
2006-10-05 03:15:00,2000,41,INT
2006-10-05 03:30:00,2000,41,INT
2006-10-05 03:45:00,2000,37,INT
2006-10-05 04:00:00,2000,48,INT
2006-10-05 04:15:00,2000,53,INT
2006-10-05 04:30:00,2000,48,INT
2006-10-05 04:45:00,2000,79,INT
2006-10-05 05:00:00,2000,94,INT
2006-10-05 05:15:00,2000,125,INT
2006-10-05 05:30:00,2000,213,INT
2006-10-05 05:45:00,2000,264,INT
2006-10-05 06:00:00,2000,370,INT
2006-10-05 06:15:00,2000,524,INT
2006-10-05 06:30:00,2000,725,INT
2006-10-05 06:45:00,2000,903,INT
2006-10-05 07:00:00,2000,927,INT
2006-10-05 07:15:00,2000,1156,INT
2006-10-05 07:30:00,2000,1275,INT
2006-10-05 07:45:00,2000,1301,INT
2006-10-05 08:00:00,2000,1364,INT
2006-10-05 08:15:00,2000,1374,INT
2006-10-05 08:30:00,2000,1282,INT
2006-10-05 08:45:00,2000,1252,INT
2006-10-05 09:00:00,2000,1048,INT
2006-10-05 09:15:00,2000,1046,INT
2006-10-05 09:30:00,2000,996,INT
2006-10-05 09:45:00,2000,892,INT
2006-10-05 10:00:00,2000,968,INT
2006-10-05 10:15:00,2000,821,INT
2006-10-05 10:30:00,2000,826,INT
2006-10-05 10:45:00,2000,758,INT
2006-10-05 11:00:00,2000,837,INT
2006-10-05 11:15:00,2000,862,INT
2006-10-05 11:30:00,2000,888,INT
2006-10-05 11:45:00,2000,875,INT
2006-10-05 12:00:00,2000,843,INT
2006-10-05 12:15:00,2000,866,INT
2006-10-05 12:30:00,2000,883,INT
2006-10-05 12:45:00,2000,871,INT
2006-10-05 13:00:00,2000,813,INT
2006-10-05 13:15:00,2000,838,INT
2006-10-05 13:30:00,2000,839,INT
2006-10-05 13:45:00,2000,896,INT
2006-10-05 14:00:00,2000,901,INT
2006-10-05 14:15:00,2000,900,INT
2006-10-05 14:30:00,2000,851,INT
2006-10-05 14:45:00,2000,917,INT
2006-10-05 15:00:00,2000,929,INT
2006-10-05 15:15:00,2000,994,INT
2006-10-05 15:30:00,2000,1011,INT
2006-10-05 15:45:00,2000,1042,INT
2006-10-05 16:00:00,2000,1165,INT
2006-10-05 16:15:00,2000,1136,INT
2006-10-05 16:30:00,2000,1255,INT
2006-10-05 16:45:00,2000,1266,INT
2006-10-05 17:00:00,2000,1271,INT
2006-10-05 17:15:00,2000,1319,INT
2006-10-05 17:30:00,2000,1305,INT
2006-10-05 17:45:00,2000,1317,INT
2006-10-05 18:00:00,2000,1294,INT
2006-10-05 18:15:00,2000,1273,INT
2006-10-05 18:30:00,2000,1115,INT
2006-10-05 18:45:00,2000,1009,INT
2006-10-05 19:00:00,2000,906,INT
2006-10-05 19:15:00,2000,827,INT
2006-10-05 19:30:00,2000,756,INT
2006-10-05 19:45:00,2000,686,INT
2006-10-05 20:00:00,2000,650,INT
2006-10-05 20:15:00,2000,586,INT
2006-10-05 20:30:00,2000,573,INT
2006-10-05 20:45:00,2000,589,INT
2006-10-05 21:00:00,2000,635,INT
2006-10-05 21:15:00,2000,677,INT
2006-10-05 21:30:00,2000,562,INT
2006-10-05 21:45:00,2000,487,INT
2006-10-05 22:00:00,2000,485,INT
2006-10-05 22:15:00,2000,461,INT
2006-10-05 22:30:00,2000,383,INT
2006-10-05 22:45:00,2000,387,INT
2006-10-05 23:00:00,2000,313,INT
2006-10-05 23:15:00,2000,223,INT
2006-10-05 23:30:00,2000,271,INT
2006-10-05 23:45:00,2000,188,INT
2006-10-06 00:00:00,2000,159,INT
2006-10-06 00:15:00,2000,129,INT
2006-10-06 00:30:00,2000,115,INT
2006-10-06 00:45:00,2000,87,INT
2006-10-06 01:00:00,2000,84,INT
2006-10-06 01:15:00,2000,64,INT
2006-10-06 01:30:00,2000,75,INT
2006-10-06 01:45:00,2000,60,INT
2006-10-06 02:00:00,2000,68,INT
2006-10-06 02:15:00,2000,48,INT
2006-10-06 02:30:00,2000,39,INT
2006-10-06 02:45:00,2000,52,INT
2006-10-06 03:00:00,2000,37,INT
2006-10-06 03:15:00,2000,39,INT
2006-10-06 03:30:00,2000,48,INT
2006-10-06 03:45:00,2000,54,INT
2006-10-06 04:00:00,2000,54,INT
2006-10-06 04:15:00,2000,47,INT
2006-10-06 04:30:00,2000,71,INT
2006-10-06 04:45:00,2000,80,INT
2006-10-06 05:00:00,2000,92,INT
2006-10-06 05:15:00,2000,125,INT
2006-10-06 05:30:00,2000,198,INT
2006-10-06 05:45:00,2000,274,INT
2006-10-06 06:00:00,2000,352,INT
2006-10-06 06:15:00,2000,599,INT
2006-10-06 06:30:00,2000,740,INT
2006-10-06 06:45:00,2000,956,INT
2006-10-06 07:00:00,2000,1021,INT
2006-10-06 07:15:00,2000,1132,INT
2006-10-06 07:30:00,2000,1240,INT
2006-10-06 07:45:00,2000,1282,INT
2006-10-06 08:00:00,2000,1320,INT
2006-10-06 08:15:00,2000,1340,INT
2006-10-06 08:30:00,2000,1342,INT
2006-10-06 08:45:00,2000,1180,INT
2006-10-06 09:00:00,2000,1009,INT
2006-10-06 09:15:00,2000,957,INT
2006-10-06 09:30:00,2000,984,INT
2006-10-06 09:45:00,2000,924,INT
2006-10-06 10:00:00,2000,853,INT
2006-10-06 10:15:00,2000,863,INT
2006-10-06 10:30:00,2000,849,INT
2006-10-06 10:45:00,2000,887,INT
2006-10-06 11:00:00,2000,895,INT
2006-10-06 11:15:00,2000,887,INT
2006-10-06 11:30:00,2000,889,INT
2006-10-06 11:45:00,2000,923,INT
2006-10-06 12:00:00,2000,869,INT
2006-10-06 12:15:00,2000,873,INT
2006-10-06 12:30:00,2000,891,INT
2006-10-06 12:45:00,2000,850,INT
2006-10-06 13:00:00,2000,902,INT
2006-10-06 13:15:00,2000,880,INT
2006-10-06 13:30:00,2000,865,INT
2006-10-06 13:45:00,2000,902,INT
2006-10-06 14:00:00,2000,898,INT
2006-10-06 14:15:00,2000,920,INT
2006-10-06 14:30:00,2000,1058,INT
2006-10-06 14:45:00,2000,862,INT
2006-10-06 15:00:00,2000,960,INT
2006-10-06 15:15:00,2000,997,INT
2006-10-06 15:30:00,2000,1053,INT
2006-10-06 15:45:00,2000,1045,INT
2006-10-06 16:00:00,2000,1153,INT
2006-10-06 16:15:00,2000,1219,INT
2006-10-06 16:30:00,2000,1174,INT
2006-10-06 16:45:00,2000,1242,INT
2006-10-06 17:00:00,2000,1241,INT
2006-10-06 17:15:00,2000,1310,INT
2006-10-06 17:30:00,2000,1305,INT
2006-10-06 17:45:00,2000,1367,INT
2006-10-06 18:00:00,2000,1274,INT
2006-10-06 18:15:00,2000,1287,INT
2006-10-06 18:30:00,2000,1244,INT
2006-10-06 18:45:00,2000,1092,INT
2006-10-06 19:00:00,2000,963,INT
2006-10-06 19:15:00,2000,927,INT
2006-10-06 19:30:00,2000,853,INT
2006-10-06 19:45:00,2000,737,INT
2006-10-06 20:00:00,2000,633,INT
2006-10-06 20:15:00,2000,579,INT
2006-10-06 20:30:00,2000,548,INT
2006-10-06 20:45:00,2000,569,INT
2006-10-06 21:00:00,2000,553,INT
2006-10-06 21:15:00,2000,587,INT
2006-10-06 21:30:00,2000,547,INT
2006-10-06 21:45:00,2000,471,INT
2006-10-06 22:00:00,2000,511,INT
2006-10-06 22:15:00,2000,501,INT
2006-10-06 22:30:00,2000,437,INT
2006-10-06 22:45:00,2000,471,INT
2006-10-06 23:00:00,2000,448,INT
2006-10-06 23:15:00,2000,398,INT
2006-10-06 23:30:00,2000,394,INT
2006-10-06 23:45:00,2000,337,INT
2006-10-07 00:00:00,2000,259,INT
2006-10-07 00:15:00,2000,258,INT
2006-10-07 00:30:00,2000,218,INT
2006-10-07 00:45:00,2000,206,INT
2006-10-07 01:00:00,2000,176,INT
2006-10-07 01:15:00,2000,144,INT
2006-10-07 01:30:00,2000,178,INT
2006-10-07 01:45:00,2000,146,INT
2006-10-07 02:00:00,2000,123,INT
2006-10-07 02:15:00,2000,113,INT
2006-10-07 02:30:00,2000,105,INT
2006-10-07 02:45:00,2000,94,INT
2006-10-07 03:00:00,2000,96,INT
2006-10-07 03:15:00,2000,112,INT
2006-10-07 03:30:00,2000,89,INT
2006-10-07 03:45:00,2000,73,INT
2006-10-07 04:00:00,2000,73,INT
2006-10-07 04:15:00,2000,73,INT
2006-10-07 04:30:00,2000,66,INT
2006-10-07 04:45:00,2000,70,INT
2006-10-07 05:00:00,2000,68,INT
2006-10-07 05:15:00,2000,112,INT
2006-10-07 05:30:00,2000,120,INT
2006-10-07 05:45:00,2000,132,INT
2006-10-07 06:00:00,2000,162,INT
2006-10-07 06:15:00,2000,282,INT
2006-10-07 06:30:00,2000,360,INT
2006-10-07 06:45:00,2000,315,INT
2006-10-07 07:00:00,2000,274,INT
2006-10-07 07:15:00,2000,380,INT
2006-10-07 07:30:00,2000,450,INT
2006-10-07 07:45:00,2000,474,INT
2006-10-07 08:00:00,2000,564,INT
2006-10-07 08:15:00,2000,649,INT
2006-10-07 08:30:00,2000,707,INT
2006-10-07 08:45:00,2000,809,INT
2006-10-07 09:00:00,2000,746,INT
2006-10-07 09:15:00,2000,869,INT
2006-10-07 09:30:00,2000,879,INT
2006-10-07 09:45:00,2000,900,INT
2006-10-07 10:00:00,2000,972,INT
2006-10-07 10:15:00,2000,912,INT
2006-10-07 10:30:00,2000,883,INT
2006-10-07 10:45:00,2000,953,INT
2006-10-07 11:00:00,2000,934,INT
2006-10-07 11:15:00,2000,987,INT
2006-10-07 11:30:00,2000,953,INT
2006-10-07 11:45:00,2000,1015,INT
2006-10-07 12:00:00,2000,1029,INT
2006-10-07 12:15:00,2000,990,INT
2006-10-07 12:30:00,2000,1029,INT
2006-10-07 12:45:00,2000,995,INT
2006-10-07 13:00:00,2000,933,INT
2006-10-07 13:15:00,2000,954,INT
2006-10-07 13:30:00,2000,996,INT
2006-10-07 13:45:00,2000,1053,INT
2006-10-07 14:00:00,2000,1015,INT
2006-10-07 14:15:00,2000,982,INT
2006-10-07 14:30:00,2000,1004,INT
2006-10-07 14:45:00,2000,910,INT
2006-10-07 15:00:00,2000,983,INT
2006-10-07 15:15:00,2000,990,INT
2006-10-07 15:30:00,2000,938,INT
2006-10-07 15:45:00,2000,898,INT
2006-10-07 16:00:00,2000,948,INT
2006-10-07 16:15:00,2000,908,INT
2006-10-07 16:30:00,2000,947,INT
2006-10-07 16:45:00,2000,945,INT
2006-10-07 17:00:00,2000,914,INT
2006-10-07 17:15:00,2000,1004,INT
2006-10-07 17:30:00,2000,986,INT
2006-10-07 17:45:00,2000,988,INT
2006-10-07 18:00:00,2000,947,INT
2006-10-07 18:15:00,2000,949,INT
2006-10-07 18:30:00,2000,953,INT
2006-10-07 18:45:00,2000,852,INT
2006-10-07 19:00:00,2000,834,INT
2006-10-07 19:15:00,2000,765,INT
2006-10-07 19:30:00,2000,688,INT
2006-10-07 19:45:00,2000,598,INT
2006-10-07 20:00:00,2000,533,INT
2006-10-07 20:15:00,2000,477,INT
2006-10-07 20:30:00,2000,457,INT
2006-10-07 20:45:00,2000,461,INT
