Date,SCATS_Number,Flow,Site_Type
2006-10-31 07:15:00,3120,802,INT
2006-10-31 07:30:00,3120,847,INT
2006-10-31 07:45:00,3120,878,INT
2006-10-31 08:00:00,3120,892,INT
2006-10-31 08:15:00,3120,934,INT
2006-10-31 08:30:00,3120,831,INT
2006-10-31 08:45:00,3120,809,INT
2006-10-31 09:00:00,3120,751,INT
2006-10-31 09:15:00,3120,724,INT
2006-10-31 09:30:00,3120,750,INT
2006-10-31 09:45:00,3120,740,INT
2006-10-31 10:00:00,3120,623,INT
2006-10-31 10:15:00,3120,650,INT
2006-10-31 10:30:00,3120,629,INT
2006-10-31 10:45:00,3120,617,INT
2006-10-31 11:00:00,3120,665,INT
2006-10-31 11:15:00,3120,629,INT
2006-10-31 11:30:00,3120,636,INT
2006-10-31 11:45:00,3120,643,INT
2006-10-31 12:00:00,3120,675,INT
2006-10-31 12:15:00,3120,611,INT
2006-10-31 12:30:00,3120,620,INT
2006-10-31 12:45:00,3120,647,INT
2006-10-31 13:00:00,3120,628,INT
2006-10-31 13:15:00,3120,645,INT
2006-10-31 13:30:00,3120,653,INT
2006-10-31 13:45:00,3120,639,INT
2006-10-31 14:00:00,3120,627,INT
2006-10-31 14:15:00,3120,730,INT
2006-10-31 14:30:00,3120,646,INT
2006-10-31 14:45:00,3120,661,INT
2006-10-31 15:00:00,3120,661,INT
2006-10-31 15:15:00,3120,742,INT
2006-10-31 15:30:00,3120,688,INT
2006-10-31 15:45:00,3120,710,INT
2006-10-31 16:00:00,3120,716,INT
2006-10-31 16:15:00,3120,691,INT
2006-10-31 16:30:00,3120,671,INT
2006-10-31 16:45:00,3120,702,INT
2006-10-31 17:00:00,3120,697,INT
2006-10-31 17:15:00,3120,753,INT
2006-10-31 17:30:00,3120,766,INT
2006-10-31 17:45:00,3120,795,INT
2006-10-31 18:00:00,3120,697,INT
2006-10-31 18:15:00,3120,680,INT
2006-10-31 18:30:00,3120,759,INT
2006-10-31 18:45:00,3120,712,INT
2006-10-31 19:00:00,3120,627,INT
2006-10-31 19:15:00,3120,626,INT
2006-10-31 19:30:00,3120,565,INT
2006-10-31 19:45:00,3120,496,INT
2006-10-31 20:00:00,3120,487,INT
2006-10-31 20:15:00,3120,472,INT
2006-10-31 20:30:00,3120,433,INT
2006-10-31 20:45:00,3120,394,INT
2006-10-31 21:00:00,3120,425,INT
2006-10-31 21:15:00,3120,420,INT
2006-10-31 21:30:00,3120,422,INT
2006-10-31 21:45:00,3120,386,INT
2006-10-31 22:00:00,3120,401,INT
2006-10-31 22:15:00,3120,372,INT
2006-10-31 22:30:00,3120,326,INT
2006-10-31 22:45:00,3120,302,INT
2006-10-31 23:00:00,3120,286,INT
2006-10-31 23:15:00,3120,234,INT
2006-10-31 23:30:00,3120,232,INT
2006-10-31 23:45:00,3120,203,INT
2006-10-01 00:00:00,3122,136,INT
2006-10-01 00:15:00,3122,121,INT
2006-10-01 00:30:00,3122,120,INT
2006-10-01 00:45:00,3122,123,INT
2006-10-01 01:00:00,3122,87,INT
2006-10-01 01:15:00,3122,78,INT
2006-10-01 01:30:00,3122,86,INT
2006-10-01 01:45:00,3122,73,INT
2006-10-01 02:00:00,3122,67,INT
2006-10-01 02:15:00,3122,66,INT
2006-10-01 02:30:00,3122,58,INT
2006-10-01 02:45:00,3122,61,INT
2006-10-01 03:00:00,3122,47,INT
2006-10-01 03:15:00,3122,50,INT
2006-10-01 03:30:00,3122,35,INT
2006-10-01 03:45:00,3122,28,INT
2006-10-01 04:00:00,3122,32,INT
2006-10-01 04:15:00,3122,32,INT
2006-10-01 04:30:00,3122,33,INT
2006-10-01 04:45:00,3122,31,INT
2006-10-01 05:00:00,3122,27,INT
2006-10-01 05:15:00,3122,39,INT
2006-10-01 05:30:00,3122,41,INT
2006-10-01 05:45:00,3122,53,INT
2006-10-01 06:00:00,3122,61,INT
2006-10-01 06:15:00,3122,77,INT
2006-10-01 06:30:00,3122,85,INT
2006-10-01 06:45:00,3122,97,INT
2006-10-01 07:00:00,3122,89,INT
2006-10-01 07:15:00,3122,102,INT
2006-10-01 07:30:00,3122,109,INT
2006-10-01 07:45:00,3122,136,INT
2006-10-01 08:00:00,3122,117,INT
2006-10-01 08:15:00,3122,154,INT
2006-10-01 08:30:00,3122,187,INT
2006-10-01 08:45:00,3122,243,INT
2006-10-01 09:00:00,3122,243,INT
2006-10-01 09:15:00,3122,291,INT
2006-10-01 09:30:00,3122,320,INT
2006-10-01 09:45:00,3122,401,INT
2006-10-01 10:00:00,3122,381,INT
2006-10-01 10:15:00,3122,407,INT
2006-10-01 10:30:00,3122,450,INT
2006-10-01 10:45:00,3122,449,INT
2006-10-01 11:00:00,3122,439,INT
2006-10-01 11:15:00,3122,422,INT
2006-10-01 11:30:00,3122,473,INT
2006-10-01 11:45:00,3122,515,INT
2006-10-01 12:00:00,3122,494,INT
2006-10-01 12:15:00,3122,524,INT
2006-10-01 12:30:00,3122,578,INT
2006-10-01 12:45:00,3122,527,INT
2006-10-01 13:00:00,3122,529,INT
2006-10-01 13:15:00,3122,485,INT
2006-10-01 13:30:00,3122,491,INT
2006-10-01 13:45:00,3122,534,INT
2006-10-01 14:00:00,3122,456,INT
2006-10-01 14:15:00,3122,477,INT
2006-10-01 14:30:00,3122,479,INT
2006-10-01 14:45:00,3122,499,INT
2006-10-01 15:00:00,3122,489,INT
2006-10-01 15:15:00,3122,472,INT
2006-10-01 15:30:00,3122,472,INT
2006-10-01 15:45:00,3122,486,INT
2006-10-01 16:00:00,3122,473,INT
2006-10-01 16:15:00,3122,488,INT
2006-10-01 16:30:00,3122,465,INT
2006-10-01 16:45:00,3122,470,INT
2006-10-01 17:00:00,3122,500,INT
2006-10-01 17:15:00,3122,504,INT
2006-10-01 17:30:00,3122,481,INT
2006-10-01 17:45:00,3122,454,INT
2006-10-01 18:00:00,3122,419,INT
2006-10-01 18:15:00,3122,405,INT
2006-10-01 18:30:00,3122,330,INT
2006-10-01 18:45:00,3122,373,INT
2006-10-01 19:00:00,3122,303,INT
2006-10-01 19:15:00,3122,261,INT
2006-10-01 19:30:00,3122,241,INT
2006-10-01 19:45:00,3122,226,INT
2006-10-01 20:00:00,3122,169,INT
2006-10-01 20:15:00,3122,184,INT
2006-10-01 20:30:00,3122,165,INT
2006-10-01 20:45:00,3122,189,INT
2006-10-01 21:00:00,3122,225,INT
2006-10-01 21:15:00,3122,212,INT
2006-10-01 21:30:00,3122,190,INT
2006-10-01 21:45:00,3122,171,INT
2006-10-01 22:00:00,3122,126,INT
2006-10-01 22:15:00,3122,126,INT
2006-10-01 22:30:00,3122,117,INT
2006-10-01 22:45:00,3122,93,INT
2006-10-01 23:00:00,3122,83,INT
2006-10-01 23:15:00,3122,68,INT
2006-10-01 23:30:00,3122,65,INT
2006-10-01 23:45:00,3122,68,INT
2006-10-02 00:00:00,3122,41,INT
2006-10-02 00:15:00,3122,33,INT
2006-10-02 00:30:00,3122,33,INT
2006-10-02 00:45:00,3122,19,INT
2006-10-02 01:00:00,3122,25,INT
2006-10-02 01:15:00,3122,17,INT
2006-10-02 01:30:00,3122,14,INT
2006-10-02 01:45:00,3122,25,INT
2006-10-02 02:00:00,3122,17,INT
2006-10-02 02:15:00,3122,10,INT
2006-10-02 02:30:00,3122,17,INT
2006-10-02 02:45:00,3122,8,INT
2006-10-02 03:00:00,3122,9,INT
2006-10-02 03:15:00,3122,7,INT
2006-10-02 03:30:00,3122,12,INT
2006-10-02 03:45:00,3122,12,INT
2006-10-02 04:00:00,3122,10,INT
2006-10-02 04:15:00,3122,22,INT
2006-10-02 04:30:00,3122,27,INT
2006-10-02 04:45:00,3122,32,INT
2006-10-02 05:00:00,3122,45,INT
2006-10-02 05:15:00,3122,36,INT
2006-10-02 05:30:00,3122,61,INT
2006-10-02 05:45:00,3122,81,INT
2006-10-02 06:00:00,3122,104,INT
2006-10-02 06:15:00,3122,189,INT
2006-10-02 06:30:00,3122,324,INT
2006-10-02 06:45:00,3122,371,INT
2006-10-02 07:00:00,3122,525,INT
2006-10-02 07:15:00,3122,692,INT
2006-10-02 07:30:00,3122,645,INT
2006-10-02 07:45:00,3122,700,INT
2006-10-02 08:00:00,3122,707,INT
2006-10-02 08:15:00,3122,736,INT
2006-10-02 08:30:00,3122,701,INT
2006-10-02 08:45:00,3122,617,INT
2006-10-02 09:00:00,3122,628,INT
2006-10-02 09:15:00,3122,608,INT
2006-10-02 09:30:00,3122,539,INT
2006-10-02 09:45:00,3122,510,INT
2006-10-02 10:00:00,3122,455,INT
2006-10-02 10:15:00,3122,448,INT
2006-10-02 10:30:00,3122,509,INT
2006-10-02 10:45:00,3122,498,INT
2006-10-02 11:00:00,3122,466,INT
2006-10-02 11:15:00,3122,472,INT
2006-10-02 11:30:00,3122,494,INT
2006-10-02 11:45:00,3122,522,INT
2006-10-02 12:00:00,3122,514,INT
2006-10-02 12:15:00,3122,514,INT
2006-10-02 12:30:00,3122,533,INT
2006-10-02 12:45:00,3122,476,INT
2006-10-02 13:00:00,3122,513,INT
2006-10-02 13:15:00,3122,480,INT
2006-10-02 13:30:00,3122,505,INT
2006-10-02 13:45:00,3122,487,INT
2006-10-02 14:00:00,3122,536,INT
2006-10-02 14:15:00,3122,489,INT
2006-10-02 14:30:00,3122,536,INT
2006-10-02 14:45:00,3122,596,INT
2006-10-02 15:00:00,3122,662,INT
2006-10-02 15:15:00,3122,627,INT
2006-10-02 15:30:00,3122,667,INT
2006-10-02 15:45:00,3122,670,INT
2006-10-02 16:00:00,3122,669,INT
2006-10-02 16:15:00,3122,687,INT
2006-10-02 16:30:00,3122,727,INT
2006-10-02 16:45:00,3122,732,INT
2006-10-02 17:00:00,3122,746,INT
2006-10-02 17:15:00,3122,821,INT
2006-10-02 17:30:00,3122,786,INT
2006-10-02 17:45:00,3122,789,INT
2006-10-02 18:00:00,3122,759,INT
2006-10-02 18:15:00,3122,648,INT
2006-10-02 18:30:00,3122,589,INT
2006-10-02 18:45:00,3122,514,INT
2006-10-02 19:00:00,3122,502,INT
2006-10-02 19:15:00,3122,438,INT
2006-10-02 19:30:00,3122,410,INT
2006-10-02 19:45:00,3122,333,INT
2006-10-02 20:00:00,3122,252,INT
2006-10-02 20:15:00,3122,260,INT
2006-10-02 20:30:00,3122,208,INT
2006-10-02 20:45:00,3122,247,INT
2006-10-02 21:00:00,3122,222,INT
2006-10-02 21:15:00,3122,206,INT
2006-10-02 21:30:00,3122,218,INT
2006-10-02 21:45:00,3122,190,INT
2006-10-02 22:00:00,3122,180,INT
2006-10-02 22:15:00,3122,178,INT
2006-10-02 22:30:00,3122,161,INT
2006-10-02 22:45:00,3122,112,INT
2006-10-02 23:00:00,3122,79,INT
2006-10-02 23:15:00,3122,71,INT
2006-10-02 23:30:00,3122,58,INT
2006-10-02 23:45:00,3122,48,INT
2006-10-03 00:00:00,3122,45,INT
2006-10-03 00:15:00,3122,20,INT
2006-10-03 00:30:00,3122,21,INT
2006-10-03 00:45:00,3122,17,INT
2006-10-03 01:00:00,3122,15,INT
2006-10-03 01:15:00,3122,27,INT
2006-10-03 01:30:00,3122,16,INT
2006-10-03 01:45:00,3122,16,INT
2006-10-03 02:00:00,3122,7,INT
2006-10-03 02:15:00,3122,6,INT
2006-10-03 02:30:00,3122,24,INT
2006-10-03 02:45:00,3122,1,INT
2006-10-03 03:00:00,3122,7,INT
2006-10-03 03:15:00,3122,13,INT
2006-10-03 03:30:00,3122,10,INT
2006-10-03 03:45:00,3122,9,INT
2006-10-03 04:00:00,3122,12,INT
2006-10-03 04:15:00,3122,15,INT
2006-10-03 04:30:00,3122,27,INT
2006-10-03 04:45:00,3122,23,INT
2006-10-03 05:00:00,3122,43,INT
2006-10-03 05:15:00,3122,53,INT
2006-10-03 05:30:00,3122,78,INT
2006-10-03 05:45:00,3122,102,INT
2006-10-03 06:00:00,3122,151,INT
2006-10-03 06:15:00,3122,254,INT
2006-10-03 06:30:00,3122,341,INT
2006-10-03 06:45:00,3122,444,INT
2006-10-03 07:00:00,3122,560,INT
2006-10-03 07:15:00,3122,686,INT
2006-10-03 07:30:00,3122,687,INT
2006-10-03 07:45:00,3122,650,INT
2006-10-03 08:00:00,3122,705,INT
2006-10-03 08:15:00,3122,683,INT
2006-10-03 08:30:00,3122,669,INT
2006-10-03 08:45:00,3122,681,INT
2006-10-03 09:00:00,3122,714,INT
2006-10-03 09:15:00,3122,654,INT
2006-10-03 09:30:00,3122,568,INT
2006-10-03 09:45:00,3122,540,INT
2006-10-03 10:00:00,3122,501,INT
2006-10-03 10:15:00,3122,520,INT
2006-10-03 10:30:00,3122,532,INT
2006-10-03 10:45:00,3122,575,INT
2006-10-03 11:00:00,3122,486,INT
2006-10-03 11:15:00,3122,498,INT
2006-10-03 11:30:00,3122,455,INT
2006-10-03 11:45:00,3122,517,INT
2006-10-03 12:00:00,3122,530,INT
2006-10-03 12:15:00,3122,537,INT
2006-10-03 12:30:00,3122,552,INT
2006-10-03 12:45:00,3122,505,INT
2006-10-03 13:00:00,3122,523,INT
2006-10-03 13:15:00,3122,501,INT
2006-10-03 13:30:00,3122,503,INT
2006-10-03 13:45:00,3122,500,INT
2006-10-03 14:00:00,3122,532,INT
2006-10-03 14:15:00,3122,694,INT
2006-10-03 14:30:00,3122,570,INT
2006-10-03 14:45:00,3122,569,INT
2006-10-03 15:00:00,3122,601,INT
2006-10-03 15:15:00,3122,662,INT
2006-10-03 15:30:00,3122,689,INT
2006-10-03 15:45:00,3122,693,INT
2006-10-03 16:00:00,3122,710,INT
2006-10-03 16:15:00,3122,729,INT
2006-10-03 16:30:00,3122,737,INT
2006-10-03 16:45:00,3122,766,INT
2006-10-03 17:00:00,3122,747,INT
2006-10-03 17:15:00,3122,784,INT
2006-10-03 17:30:00,3122,797,INT
2006-10-03 17:45:00,3122,801,INT
2006-10-03 18:00:00,3122,799,INT
2006-10-03 18:15:00,3122,693,INT
2006-10-03 18:30:00,3122,651,INT
2006-10-03 18:45:00,3122,619,INT
2006-10-03 19:00:00,3122,564,INT
2006-10-03 19:15:00,3122,458,INT
2006-10-03 19:30:00,3122,412,INT
2006-10-03 19:45:00,3122,360,INT
2006-10-03 20:00:00,3122,329,INT
2006-10-03 20:15:00,3122,282,INT
2006-10-03 20:30:00,3122,260,INT
2006-10-03 20:45:00,3122,247,INT
2006-10-03 21:00:00,3122,278,INT
2006-10-03 21:15:00,3122,258,INT
2006-10-03 21:30:00,3122,230,INT
2006-10-03 21:45:00,3122,254,INT
2006-10-03 22:00:00,3122,244,INT
2006-10-03 22:15:00,3122,195,INT
2006-10-03 22:30:00,3122,190,INT
2006-10-03 22:45:00,3122,135,INT
2006-10-03 23:00:00,3122,115,INT
2006-10-03 23:15:00,3122,104,INT
2006-10-03 23:30:00,3122,91,INT
2006-10-03 23:45:00,3122,65,INT
2006-10-04 00:00:00,3122,60,INT
2006-10-04 00:15:00,3122,48,INT
2006-10-04 00:30:00,3122,26,INT
2006-10-04 00:45:00,3122,26,INT
2006-10-04 01:00:00,3122,20,INT
2006-10-04 01:15:00,3122,21,INT
2006-10-04 01:30:00,3122,21,INT
2006-10-04 01:45:00,3122,18,INT
2006-10-04 02:00:00,3122,11,INT
2006-10-04 02:15:00,3122,15,INT
2006-10-04 02:30:00,3122,17,INT
2006-10-04 02:45:00,3122,11,INT
2006-10-04 03:00:00,3122,8,INT
2006-10-04 03:15:00,3122,16,INT
2006-10-04 03:30:00,3122,12,INT
2006-10-04 03:45:00,3122,9,INT
2006-10-04 04:00:00,3122,9,INT
2006-10-04 04:15:00,3122,16,INT
2006-10-04 04:30:00,3122,19,INT
2006-10-04 04:45:00,3122,25,INT
2006-10-04 05:00:00,3122,42,INT
2006-10-04 05:15:00,3122,49,INT
2006-10-04 05:30:00,3122,74,INT
2006-10-04 05:45:00,3122,95,INT
2006-10-04 06:00:00,3122,144,INT
2006-10-04 06:15:00,3122,233,INT
2006-10-04 06:30:00,3122,347,INT
2006-10-04 06:45:00,3122,423,INT
2006-10-04 07:00:00,3122,571,INT
2006-10-04 07:15:00,3122,682,INT
2006-10-04 07:30:00,3122,692,INT
2006-10-04 07:45:00,3122,696,INT
2006-10-04 08:00:00,3122,700,INT
2006-10-04 08:15:00,3122,748,INT
2006-10-04 08:30:00,3122,701,INT
2006-10-04 08:45:00,3122,632,INT
2006-10-04 09:00:00,3122,693,INT
2006-10-04 09:15:00,3122,658,INT
2006-10-04 09:30:00,3122,574,INT
2006-10-04 09:45:00,3122,579,INT
2006-10-04 10:00:00,3122,492,INT
2006-10-04 10:15:00,3122,557,INT
2006-10-04 10:30:00,3122,564,INT
2006-10-04 10:45:00,3122,536,INT
2006-10-04 11:00:00,3122,500,INT
2006-10-04 11:15:00,3122,484,INT
2006-10-04 11:30:00,3122,506,INT
2006-10-04 11:45:00,3122,555,INT
2006-10-04 12:00:00,3122,505,INT
2006-10-04 12:15:00,3122,553,INT
2006-10-04 12:30:00,3122,513,INT
2006-10-04 12:45:00,3122,549,INT
2006-10-04 13:00:00,3122,495,INT
2006-10-04 13:15:00,3122,530,INT
2006-10-04 13:30:00,3122,496,INT
2006-10-04 13:45:00,3122,530,INT
2006-10-04 14:00:00,3122,512,INT
2006-10-04 14:15:00,3122,553,INT
2006-10-04 14:30:00,3122,580,INT
2006-10-04 14:45:00,3122,616,INT
2006-10-04 15:00:00,3122,634,INT
2006-10-04 15:15:00,3122,733,INT
2006-10-04 15:30:00,3122,716,INT
2006-10-04 15:45:00,3122,712,INT
2006-10-04 16:00:00,3122,707,INT
2006-10-04 16:15:00,3122,716,INT
2006-10-04 16:30:00,3122,765,INT
2006-10-04 16:45:00,3122,717,INT
2006-10-04 17:00:00,3122,774,INT
2006-10-04 17:15:00,3122,804,INT
2006-10-04 17:30:00,3122,796,INT
2006-10-04 17:45:00,3122,822,INT
2006-10-04 18:00:00,3122,726,INT
2006-10-04 18:15:00,3122,729,INT
2006-10-04 18:30:00,3122,684,INT
2006-10-04 18:45:00,3122,520,INT
2006-10-04 19:00:00,3122,536,INT
2006-10-04 19:15:00,3122,494,INT
2006-10-04 19:30:00,3122,407,INT
2006-10-04 19:45:00,3122,340,INT
2006-10-04 20:00:00,3122,328,INT
2006-10-04 20:15:00,3122,288,INT
2006-10-04 20:30:00,3122,284,INT
2006-10-04 20:45:00,3122,294,INT
2006-10-04 21:00:00,3122,295,INT
2006-10-04 21:15:00,3122,274,INT
2006-10-04 21:30:00,3122,299,INT
2006-10-04 21:45:00,3122,243,INT
2006-10-04 22:00:00,3122,225,INT
2006-10-04 22:15:00,3122,221,INT
2006-10-04 22:30:00,3122,188,INT
2006-10-04 22:45:00,3122,173,INT
2006-10-04 23:00:00,3122,140,INT
2006-10-04 23:15:00,3122,107,INT
2006-10-04 23:30:00,3122,94,INT
2006-10-04 23:45:00,3122,58,INT
2006-10-05 00:00:00,3122,51,INT
2006-10-05 00:15:00,3122,57,INT
2006-10-05 00:30:00,3122,26,INT
2006-10-05 00:45:00,3122,36,INT
2006-10-05 01:00:00,3122,27,INT
2006-10-05 01:15:00,3122,23,INT
2006-10-05 01:30:00,3122,26,INT
2006-10-05 01:45:00,3122,26,INT
2006-10-05 02:00:00,3122,19,INT
2006-10-05 02:15:00,3122,10,INT
2006-10-05 02:30:00,3122,17,INT
2006-10-05 02:45:00,3122,12,INT
2006-10-05 03:00:00,3122,15,INT
2006-10-05 03:15:00,3122,13,INT
2006-10-05 03:30:00,3122,24,INT
2006-10-05 03:45:00,3122,6,INT
2006-10-05 04:00:00,3122,28,INT
2006-10-05 04:15:00,3122,24,INT
2006-10-05 04:30:00,3122,21,INT
2006-10-05 04:45:00,3122,35,INT
2006-10-05 05:00:00,3122,38,INT
2006-10-05 05:15:00,3122,52,INT
2006-10-05 05:30:00,3122,62,INT
2006-10-05 05:45:00,3122,111,INT
2006-10-05 06:00:00,3122,147,INT
2006-10-05 06:15:00,3122,232,INT
2006-10-05 06:30:00,3122,297,INT
2006-10-05 06:45:00,3122,444,INT
2006-10-05 07:00:00,3122,508,INT
2006-10-05 07:15:00,3122,657,INT
2006-10-05 07:30:00,3122,695,INT
2006-10-05 07:45:00,3122,675,INT
2006-10-05 08:00:00,3122,614,INT
2006-10-05 08:15:00,3122,743,INT
2006-10-05 08:30:00,3122,732,INT
2006-10-05 08:45:00,3122,702,INT
2006-10-05 09:00:00,3122,673,INT
2006-10-05 09:15:00,3122,649,INT
2006-10-05 09:30:00,3122,733,INT
2006-10-05 09:45:00,3122,617,INT
2006-10-05 10:00:00,3122,524,INT
2006-10-05 10:15:00,3122,545,INT
2006-10-05 10:30:00,3122,502,INT
2006-10-05 10:45:00,3122,563,INT
2006-10-05 11:00:00,3122,495,INT
2006-10-05 11:15:00,3122,544,INT
2006-10-05 11:30:00,3122,552,INT
2006-10-05 11:45:00,3122,605,INT
2006-10-05 12:00:00,3122,517,INT
2006-10-05 12:15:00,3122,565,INT
2006-10-05 12:30:00,3122,583,INT
2006-10-05 12:45:00,3122,575,INT
2006-10-05 13:00:00,3122,561,INT
2006-10-05 13:15:00,3122,537,INT
2006-10-05 13:30:00,3122,496,INT
2006-10-05 13:45:00,3122,513,INT
2006-10-05 14:00:00,3122,594,INT
2006-10-05 14:15:00,3122,600,INT
2006-10-05 14:30:00,3122,586,INT
2006-10-05 14:45:00,3122,656,INT
2006-10-05 15:00:00,3122,676,INT
2006-10-05 15:15:00,3122,725,INT
2006-10-05 15:30:00,3122,705,INT
2006-10-05 15:45:00,3122,699,INT
2006-10-05 16:00:00,3122,725,INT
2006-10-05 16:15:00,3122,717,INT
2006-10-05 16:30:00,3122,803,INT
2006-10-05 16:45:00,3122,795,INT
2006-10-05 17:00:00,3122,774,INT
2006-10-05 17:15:00,3122,848,INT
2006-10-05 17:30:00,3122,814,INT
2006-10-05 17:45:00,3122,812,INT
2006-10-05 18:00:00,3122,794,INT
2006-10-05 18:15:00,3122,756,INT
2006-10-05 18:30:00,3122,667,INT
2006-10-05 18:45:00,3122,639,INT
2006-10-05 19:00:00,3122,555,INT
2006-10-05 19:15:00,3122,471,INT
2006-10-05 19:30:00,3122,425,INT
2006-10-05 19:45:00,3122,376,INT
2006-10-05 20:00:00,3122,374,INT
2006-10-05 20:15:00,3122,323,INT
2006-10-05 20:30:00,3122,301,INT
2006-10-05 20:45:00,3122,294,INT
2006-10-05 21:00:00,3122,287,INT
2006-10-05 21:15:00,3122,310,INT
2006-10-05 21:30:00,3122,271,INT
2006-10-05 21:45:00,3122,258,INT
2006-10-05 22:00:00,3122,264,INT
2006-10-05 22:15:00,3122,211,INT
2006-10-05 22:30:00,3122,235,INT
2006-10-05 22:45:00,3122,167,INT
2006-10-05 23:00:00,3122,137,INT
2006-10-05 23:15:00,3122,123,INT
2006-10-05 23:30:00,3122,89,INT
2006-10-05 23:45:00,3122,74,INT
2006-10-06 00:00:00,3122,57,INT
2006-10-06 00:15:00,3122,66,INT
2006-10-06 00:30:00,3122,32,INT
2006-10-06 00:45:00,3122,48,INT
2006-10-06 01:00:00,3122,51,INT
2006-10-06 01:15:00,3122,31,INT
2006-10-06 01:30:00,3122,28,INT
2006-10-06 01:45:00,3122,39,INT
2006-10-06 02:00:00,3122,30,INT
2006-10-06 02:15:00,3122,25,INT
2006-10-06 02:30:00,3122,23,INT
2006-10-06 02:45:00,3122,20,INT
2006-10-06 03:00:00,3122,20,INT
2006-10-06 03:15:00,3122,30,INT
2006-10-06 03:30:00,3122,22,INT
2006-10-06 03:45:00,3122,25,INT
2006-10-06 04:00:00,3122,22,INT
2006-10-06 04:15:00,3122,23,INT
2006-10-06 04:30:00,3122,24,INT
2006-10-06 04:45:00,3122,39,INT
2006-10-06 05:00:00,3122,35,INT
2006-10-06 05:15:00,3122,49,INT
2006-10-06 05:30:00,3122,57,INT
2006-10-06 05:45:00,3122,85,INT
2006-10-06 06:00:00,3122,143,INT
2006-10-06 06:15:00,3122,220,INT
2006-10-06 06:30:00,3122,342,INT
2006-10-06 06:45:00,3122,415,INT
2006-10-06 07:00:00,3122,465,INT
2006-10-06 07:15:00,3122,663,INT
2006-10-06 07:30:00,3122,732,INT
2006-10-06 07:45:00,3122,668,INT
2006-10-06 08:00:00,3122,716,INT
2006-10-06 08:15:00,3122,769,INT
2006-10-06 08:30:00,3122,683,INT
2006-10-06 08:45:00,3122,641,INT
2006-10-06 09:00:00,3122,640,INT
2006-10-06 09:15:00,3122,690,INT
2006-10-06 09:30:00,3122,602,INT
2006-10-06 09:45:00,3122,589,INT
2006-10-06 10:00:00,3122,573,INT
2006-10-06 10:15:00,3122,553,INT
2006-10-06 10:30:00,3122,563,INT
2006-10-06 10:45:00,3122,578,INT
2006-10-06 11:00:00,3122,557,INT
2006-10-06 11:15:00,3122,573,INT
2006-10-06 11:30:00,3122,565,INT
2006-10-06 11:45:00,3122,610,INT
2006-10-06 12:00:00,3122,640,INT
2006-10-06 12:15:00,3122,627,INT
2006-10-06 12:30:00,3122,545,INT
2006-10-06 12:45:00,3122,573,INT
2006-10-06 13:00:00,3122,604,INT
2006-10-06 13:15:00,3122,571,INT
2006-10-06 13:30:00,3122,567,INT
2006-10-06 13:45:00,3122,535,INT
2006-10-06 14:00:00,3122,603,INT
2006-10-06 14:15:00,3122,610,INT
2006-10-06 14:30:00,3122,581,INT
2006-10-06 14:45:00,3122,668,INT
2006-10-06 15:00:00,3122,683,INT
2006-10-06 15:15:00,3122,723,INT
2006-10-06 15:30:00,3122,753,INT
2006-10-06 15:45:00,3122,748,INT
2006-10-06 16:00:00,3122,758,INT
2006-10-06 16:15:00,3122,766,INT
2006-10-06 16:30:00,3122,734,INT
2006-10-06 16:45:00,3122,732,INT
2006-10-06 17:00:00,3122,789,INT
2006-10-06 17:15:00,3122,814,INT
2006-10-06 17:30:00,3122,823,INT
2006-10-06 17:45:00,3122,793,INT
2006-10-06 18:00:00,3122,762,INT
2006-10-06 18:15:00,3122,762,INT
2006-10-06 18:30:00,3122,693,INT
2006-10-06 18:45:00,3122,660,INT
2006-10-06 19:00:00,3122,640,INT
2006-10-06 19:15:00,3122,550,INT
2006-10-06 19:30:00,3122,467,INT
2006-10-06 19:45:00,3122,379,INT
2006-10-06 20:00:00,3122,351,INT
2006-10-06 20:15:00,3122,303,INT
2006-10-06 20:30:00,3122,336,INT
2006-10-06 20:45:00,3122,305,INT
2006-10-06 21:00:00,3122,296,INT
2006-10-06 21:15:00,3122,277,INT
2006-10-06 21:30:00,3122,244,INT
2006-10-06 21:45:00,3122,255,INT
2006-10-06 22:00:00,3122,254,INT
2006-10-06 22:15:00,3122,248,INT
2006-10-06 22:30:00,3122,233,INT
2006-10-06 22:45:00,3122,259,INT
2006-10-06 23:00:00,3122,210,INT
2006-10-06 23:15:00,3122,205,INT
2006-10-06 23:30:00,3122,214,INT
2006-10-06 23:45:00,3122,148,INT
2006-10-07 00:00:00,3122,149,INT
2006-10-07 00:15:00,3122,138,INT
2006-10-07 00:30:00,3122,102,INT
2006-10-07 00:45:00,3122,99,INT
2006-10-07 01:00:00,3122,73,INT
2006-10-07 01:15:00,3122,71,INT
2006-10-07 01:30:00,3122,78,INT
2006-10-07 01:45:00,3122,70,INT
2006-10-07 02:00:00,3122,60,INT
2006-10-07 02:15:00,3122,45,INT
2006-10-07 02:30:00,3122,48,INT
2006-10-07 02:45:00,3122,36,INT
2006-10-07 03:00:00,3122,38,INT
2006-10-07 03:15:00,3122,24,INT
2006-10-07 03:30:00,3122,31,INT
2006-10-07 03:45:00,3122,28,INT
2006-10-07 04:00:00,3122,24,INT
2006-10-07 04:15:00,3122,36,INT
2006-10-07 04:30:00,3122,33,INT
2006-10-07 04:45:00,3122,42,INT
2006-10-07 05:00:00,3122,32,INT
2006-10-07 05:15:00,3122,41,INT
