Scats,longitude,latitude,location
5230,144.318500999896,-38.3222559995232,SURF COAST HWY/GROSSMANS/DARIAN
3716,145.063899000314,-37.9827349994373,FLORENCE NR OLD BAKERY
3717,145.075089000251,-37.9923299994415,COMO PDE WEST NR BIRDWOOD
3274,145.02830800035,-37.7360949989489,WOOD/LAUREL/NORTHLAND ACCESS
1067,144.945673999967,-37.8165089988996,HARBOUR ESP NR LA TROBE
309,145.118631000438,-38.0191989993669,WELLS/PALM/NARELLE
3963,145.130036999679,-37.8949189990833,FORSTER/RICKETTS/HARDNER
310,145.278564999789,-38.0870949990069,STH GIPPS'D HWY/LESDON
311,145.279045999595,-38.0825789991667,THOMPSONS/WOODBINE
2797,145.070410000033,-37.673607998888,PLENTY NR MAYFIELD
106,145.364208999983,-37.7800069992436,SWANSEA/BIRMINGHAM
2111,145.146777000246,-37.7252939994778,MAIN NR DALTON
3408,144.987963999695,-37.8245169988244,OLYMPIC BLVD/MELBOURNE PARK ENT D
2848,145.041564000258,-37.84123899949,AUBURN NR BURGESS
2295,144.95569900051,-37.8407019993927,BRIDPORT NR MONTAGUE
760,145.176877000488,-38.2237989987056,ERAMOSA NR FRANKSTON-FLINDERS
105,145.202051000235,-37.8161099987675,MAROONDAH/COCHRANE/COOK
4488,144.945248999794,-37.8120929987216,WURUNDJERI/DUDLEY
2795,144.86472999957,-37.768634999089,MILITARY NR RIVERSIDE
2180,144.931418000385,-37.6408659990911,SOMERTON/RESERVOIR/ROXBURGH PARK S/C
300,145.475211000239,-38.0711719987862,PHE/MCGREGOR/THE AVENUE
766,145.280187000312,-37.837994998667,MOUNTAIN HWY/JERSEY
3252,144.731710999551,-37.5769929988278,MACEDON NR EVANS
765,145.230324999721,-37.8991759994087,FERNTREE GULLY/LYNTON/JANINE
3826,145.061275000469,-37.8073089989818,BURKE NR GORDON
5029,144.320017000172,-38.1981389990966,PIONEER/GEELONG BASEBALL CENTRE
3416,144.966717999699,-37.8256169994071,STURT NR GRANT
6080,145.424353999947,-36.3861759990312,MIDLAND HWY/FLORENCE
505,145.265042000497,-38.1108999990336,CRANBOURNE-FRANKSTON/MONAHANS/CHERRYHILL
3904,144.804426999955,-37.8466419995416,KOROROIT CREEK/DOW CHEMICAL/PRIXCAR
2662,144.576442999445,-37.6956749995076,STATION/RICHARD
2793,144.869485999829,-37.7300029987444,KEILOR/WOORITE
3283,144.904155000015,-37.8073579989219,Moreland St / Parker St
3284,144.903220000044,-37.8082079991694,Moreland St / Whitehall St
5265,144.681371000353,-37.8866099988157,DERRIMUT/WILLMOTT
839,145.150173999935,-37.8198389991296,RAILWAY NR STATION
3376,144.99276000031,-37.8011939994177,HODDLE NR PETER
3375,144.992768000301,-37.8011449994197,HODDLE NR STUDLEY S/B
5801,144.439010000492,-37.6642789988361,WESTERN FWY/BACCHUS MARSH-GISBORNE
5941,142.024528999879,-37.7430879994277,GRAY NR BROWN
3882,145.005346999593,-37.7162469992948,EDWARDES NR OLIVE
3568,145.007238000324,-37.9123669994306,HAMPTON/DURRANT/CLUDEN
3099,145.024221000526,-37.9355499992873,BLUFF/LUDSTONE
515,145.20954800039,-38.0438469992877,FRANKSTON-DANDENONG NR WILLOW
3213,145.005757000087,-37.7180329991346,SPRING BTW VIOLA & CLEELAND
3117,144.987994999525,-37.7581869990923,NORMANBY/LEINSTER
2598,144.761639000404,-37.694061998699,MELTON HWY NR ARRAN
2597,144.756600000088,-37.6934419992873,MELTON HWY/CALDER PARK
2030,145.185491000349,-37.819919999417,Rooks btw Queens & Station
1766,145.266286999587,-37.8407939990798,Mountain Highway / Station Street
1037,144.960300000179,-37.8042269987069,QUEENSBERRY/LEICESTER
3419,145.037100000199,-37.9109199989974,MCKINNON NR GLEN ORME
6641,146.277089999612,-38.1832419989649,MOE-GLENGARRY/OLLERTON
4487,144.937332000381,-37.8053059987159,WESTERN LINK/DYNON OFF RAMP SOUTH BD
388,145.265415000159,-37.8599049991835,BORONIA/CFA FIRE STN
5115,144.348056000081,-38.0867499990069,THOMPSON/DONNYBROOK
4437,144.95055600014,-37.817885999159,WURUNDJERI/BOURKE
506,145.299123999465,-38.0652779989984,NARRE WARREN-CRANB/ORMOND/LITTLECROFT
1066,144.945005999683,-37.8149929989975,HARBOUR ESP/LATROBE
1065,144.9500749995,-37.8171109995003,WURUNDJERI/TELSTRA DOME SE ENT
2796,145.039177000409,-37.6944369992468,SETTLEMENT/NORTHGATE
5836,143.858396999542,-37.5584799989084,LYDIARD/RAIL CROSSING
3418,144.961114999709,-37.8328519989141,DORCAS NR ST LUKE
6301,144.216589999903,-37.0668029993743,MIDLAND HWY(BARKER)/PYRENEES HWY(FOREST)
6310,143.559896000378,-35.3399029991184,CAMPBELL NR MCCRAE
5217,144.389451999475,-38.1811459988598,TOWNSEND/WILSONS
5220,144.329710999501,-38.1295549989721,CHURCH NR BAYVIEW
3247,144.727679000423,-37.5820099994228,STATION/EVANS
5241,144.735295000505,-37.8831799995329,MAIN/MURNONG
6631,146.067669000148,-38.2039539991091,PHE/SHADY CREEK/RAILWAY/ROLLO (YARRAGON)
4735,144.976812999601,-37.8494379987006,LAKESIDE/LINK
4736,145.021775999755,-37.6547149988193,HIGH/EPPING PLAZA SHOPPING ACCESS 1
4725,144.926139000218,-37.6896139993203,WIDFORD NR OLSEN
4726,144.956233999841,-37.8236009993653,CLARENDON NR MELBOURNE EXHIBITION CENTRE
4711,144.965160999648,-37.7934129991942,SWANSTON/CEMETERY EAST/COLLEGE
4652,145.022261999792,-37.7656829992562,DAREBIN NR ARTHUR
4651,144.915518000125,-37.6911339988515,PASCOE VALE/SUNSET
3715,145.103991000105,-38.0071799989254,BOUNDARY/GOVERNOR (ROUNDABOUT)
5936,144.527228999943,-37.3611759991805,MACEDON-WOODEND/ASHBOURNE
160,145.295660999915,-37.8829429988583,STATION/ALPINE
364,145.164041000115,-37.8756589990033,SNEDDEN/THE GLEN CAR PARK
6090,145.395288999467,-36.4007259991701,GVH (WYNDHAM) NR GUTHRIE
815,145.315305999922,-37.8028229992029,MT DANDENONG/DURHAM/LIVERPOOL
154,145.614129000196,-37.7815839994232,WARBURTON HWY/YARRA JUNCTION-NOOJEE
5257,144.680480999552,-37.8938369991737,WERRIBEE MAIN RD(PHW)/DERRIMUT
5828,143.816211999676,-37.5686179990284,GILLIES/WINTER
5269,144.672749000092,-37.8765029987099,HEATHS/ROSELLA
2972,145.010301000285,-37.7786779993712,VICTORIA NR CLARKE
2973,145.011304000374,-37.7729619990715,VICTORIA NR MITCHELL
1231,144.982433999715,-37.8821749990973,BROADWAY NTH OF GLENHUNTLY RD
1232,144.981566999773,-37.8821069993981,"GLENHUNTLY RD , WEST OF BROADWAY"
2109,144.981167999716,-37.7936539991678,EASTERN NR YOUNG (WEST BOUND)
540,145.174185999978,-37.9214879994051,MONASH FWY/WELLINGTON IB
2110,144.989715999621,-37.794547999486,EASTERN NR GOLD (WEST BOUND)
4896,145.068632000513,-37.6845629993242,PLENTY/ENTERPRISE
5831,144.434916000262,-37.6779139989766,GRANT NR PILMER
4047,144.921099999886,-37.7686029995347,GLADSTONE NR PRATT
4432,144.906850000387,-37.7583589989122,WAVERLEY NR ALMA (MOONEE VALLEY)
2013,145.120348999648,-37.8483459991938,STATION NR BRONTE & DELANY
809,145.314267000349,-37.7853559995123,BRICE NR GEORGE & BATHURST
4656,144.777967000287,-37.7509479989486,STATION/DEER PARK SHOPPING CENTRE
328,145.153843000097,-37.8193709991664,RAILWAY/CHAPEL
4795,145.021149000218,-37.7200159994859,BOLDREWOOD NR GENOA
4796,145.050785999579,-37.7267979988024,KINGSBURY/WATERDALE
4798,144.988444999807,-37.7482249993017,GILBERT NR OAKOVER
4799,145.008366000435,-37.7428339986926,PLENTY NR DAVID
4800,144.994624000355,-37.8180659989568,BRIDGE/LENNOX
4801,144.999169999948,-37.8185839993321,BRIDGE/CHURCH
4802,145.000764000356,-37.818723999351,BRIDGE NR RICHMOND TOWN HALL
4748,145.013835999822,-37.8416739995009,TOORAK/ORRONG
4749,145.020312999657,-37.8424389994637,TOORAK NR IRVING
4750,145.022939000521,-37.8427569987607,TOORAK/KOOYONG
4751,144.987361000276,-37.845988999463,COMMERCIAL NR TYRONE
4752,144.994680000304,-37.8497169988487,LITTLE CHAPEL NR KING
4753,144.994131999434,-37.8468639989373,MALVERN/CHAPEL/BRAY/LITTLE CHAPEL
4754,144.997921000163,-37.8473819990552,MALVERN/BENDIGO/SURREY
4755,145.003185999487,-37.8481029995049,MALVERN/WILLIAMS
4756,145.010274999857,-37.8490189992859,MALVERN NR A'BECKETT
4757,145.012317000535,-37.8492829993216,MALVERN/ORRONG
4758,145.0154929998,-37.8497099993475,MALVERN/CLENDON
4759,145.021444999635,-37.8504979991917,MALVERN/KOOYONG
4760,144.987813999981,-37.8511329993962,HIGH NR PERTH
4761,144.991584000156,-37.8516199989404,HIGH/ST EDMONDS
4763,144.996481000033,-37.8522769990561,HIGH/HORNBY/BANGS
4764,145.002438999733,-37.8530909987336,HIGH/WILLIAMS
4766,145.011561000309,-37.854312999278,HIGH/ORRONG
4767,145.016995999684,-37.8550309987231,HIGH NR CHEEL
3909,145.101918999799,-37.704494999383,GRIMSHAW/CHURCH
4169,145.067692000499,-37.6870659992848,METROPOLITAN RING ROAD/PLENTY
5182,144.358382000023,-38.0553069987061,BACCHUS-MARSH /O'BRIENS
2178,144.952129000418,-37.6475089987902,SYDNEY RD/NORTHBOURNE/TRUCK CITY
3615,144.922263999457,-37.6779089988004,PASCOE VALE/COLERAINE
4636,145.116224999976,-37.942929999338,BOURKE/CLAYTON/OSBORNE
4639,145.063169000503,-37.9216809994854,CENTRE NR CHESTER
4640,145.053043999629,-37.9797799990412,BALCOMBE/CHARMAN
4575,144.973953000444,-37.8133159987105,SPRING/COLLINS
6284,144.275189000062,-36.7670199995278,MYRTLE/WILLS-MYERS
4928,144.801913999793,-37.7444709992701,MAIN ROAD EAST/COLLINS
4929,144.829182999568,-37.7745539990901,MCINTYRE NR SUNSHINE (FIRE STN)
4930,144.779445999724,-37.7419539991666,MAIN/KINGS/STATION
4931,144.798890999861,-37.7441059986836,MAIN WEST/MCKECHNIE
4932,144.799942000053,-37.7442329987616,MAIN/ST ALBANS/ESPLANADE
4933,144.775185999629,-37.7668919990535,STATION NR TRINACRIA
3337,145.085419000224,-37.7315719994641,LWR PLENTY/CREW/MARTINS
4980,144.574017999497,-37.7085059993183,EXFORD NR MORSHEAD
4982,144.567444000467,-37.6881479992909,COBURNS/WESTERN FWY (NTH)
4983,144.566674000238,-37.6921729995497,COBURNS/WESTERN FWY (STH)
4988,144.997820999816,-37.693490999383,MAHONEYS NR THOMASTOWN FIRE
4990,144.999301999736,-37.6787519995383,EDGARS/MAIN
4991,144.991037000559,-37.6927699988614,MAHONEYS/HUGHES
4992,145.001001999911,-37.693812998967,MAHONEYS/EDGARS
4993,145.035391000277,-37.6754439991459,MCKIMMIES NR DAREBIN
4994,145.030516999851,-37.6766059990847,DALTON/THE BOULEVARD
4995,145.069654999747,-37.6788429988113,PLENTY/MCKIMMIES
4996,145.056655000526,-37.6976019988049,SETTLEMENT NR COOK
4998,145.043279000197,-37.6951009993826,SETTLEMENT NR NORRIS
5000,144.683327000313,-37.8749459991894,DERRIMUT/BAGGOTT
5001,144.662037000154,-37.9009459990062,DUNCANS/WATTON
5002,144.781913999523,-37.8441709995562,FITZGERALD/LEAKES/KOROROIT CREEK
5003,144.700178000411,-37.8847739993537,PHW/OLD GEELONG
5004,144.381522999945,-38.0651219995432,CORIO-WAURN PONDS / BRODERICK
5005,144.376835999482,-38.0687769988709,CORIO-WAURN PONDS/PLANTATION/SCHOOL
4935,144.812139000189,-37.7603719994222,FURLONG/ST ALBANS
4936,144.881097999666,-37.7750319992931,HAMPSTEAD/WESTS/WILLIAMSON
4937,144.870394999489,-37.7817519986657,HAMPSTEAD/MITCHELL/OMAR
4938,144.881536999636,-37.7729099994209,WESTS RD/WATERFORD GREEN
4939,144.830968000166,-37.764833999059,MCINTYRE/BERKSHIRE
5044,144.353845999653,-38.1499379994424,MYERS/FENWICK
3798,145.063445000151,-37.810697998782,WHITEHORSE NR CAMPBELL
3212,145.113395000375,-37.9576019993848,HEATHERTON/KINGSTON/CLAYTON/BOUNDARY
2858,144.884236999701,-37.6779369992474,MICKLEHAM/FAWKNER
314,145.182175000363,-37.7654039986842,SPRINGVALE/REYNOLDS
3044,144.892261000287,-37.7542379988861,BUCKLEY NR BATMAN
6210,144.281964000244,-36.7490839987492,BENDIGO-EAGLEHAWK RD
2892,144.803462999604,-37.7153499986991,SUNSHINE/ODESSA
4030,145.063931999769,-37.793496999529,BURKE/DONCASTER/KILBY/HIGH
2891,144.803841000307,-37.7085259987454,SUNSHINE/APOLLO
312,145.124197000568,-38.0220199992518,WELLS/NURTEN/ROYAL PALMS
1901,145.107185999586,-37.7662749990092,THOMPSONS/FEATHERTOP/WELLINGTON
393,145.173117000104,-37.8330039993748,SPRINGVALE NR CAVES
594,145.308532000465,-38.0181469990822,MONASH FWY/NARRE WARREN NTH
3086,144.970087000428,-37.73848499955,PENTRIDGE/STOCKADE
6822,142.532977999855,-38.3846849992756,PHW/MAHONEYS/HORNE
2995,144.913944000255,-37.8371029990332,Webb Dock Drive/Access Road
2469,144.912063000316,-37.8325099992756,Todd Road/Webb Dock Drive/Cook Street
1552,144.94177899983,-37.8202899994744,Bourke Street/Collins Street/Tom Thumb L
2887,144.914821000218,-37.8369489992336,WILLIAMSTOWN/TODD
2399,144.91348300031,-37.8340929987796,TODD/WEBB DOCK/WESTGATE WB RAMPS
120,145.216954999999,-37.85553599932,MOUNTAIN HWY STH OF BARMAH
709,145.083261999839,-37.7785259992465,EASTERN FWY RAMP/THOMPSONS
2649,144.867806000113,-37.7068389991418,SHARPS/AIRPORT
3549,144.997527000359,-37.8987069992041,NORTH NR ST JAMES
2927,144.957922999448,-37.8212069989062,KINGS WAY NR YARRA RIVER
592,145.112199000139,-37.7734459994435,MANNINGHAM/MACEDON
5042,144.366679999816,-38.1466579987756,EASTERN BEACH/BELLERINE/BROUGHAM
5043,144.362182000282,-38.1441619991936,WESTERN BEACH/EASTERN BEACH/MOORABOOL
6664,146.419849999605,-38.312551999301,MONASH WAY/GEORGINA
574,145.14216500015,-37.7988549991205,EASTERN FWY/MIDDLEBOROUGH
575,145.159501999957,-37.801862999313,EASTERN FWY/BLACKBURN
576,145.178065000049,-37.804644999414,SPRINGVALE/EASTERN FWY/EASTLINK
2945,145.077133000187,-37.6579229990053,PLENTY/CENTENARY/UNIVERSITY
313,145.455270999466,-38.0619349987828,PHE/LAKESIDE
825,145.274071999806,-37.8816939989373,BURWOOD HWY NR KELVIN
6205,144.290751999545,-36.7497789989644,MIDLAND HWY/NOLAN
6206,142.164511999758,-34.1836569988042,STURT(DEAKIN)/SEVENTH
5823,143.837462000497,-37.568257999086,PLEASANT NR SOUTH
5826,143.847859999944,-37.5585609992689,DRUMMOND NR MAIR
5840,142.931597000499,-37.2836749990694,BARKLY/VINCENT
4964,144.800511999976,-37.7443019990136,MAIN/ALFREIDA
4965,144.881347999511,-37.8292499991871,MELBOURNE/HUDSONS
4966,144.881513999858,-37.8305019994792,MELBOURNE NR REED
4183,145.049263999491,-37.7101489987163,PLENTY NR LARUNDEL
4184,145.045995999899,-37.7129529990723,PLENTY/MAIN
4185,145.151455999682,-37.7005419988465,WATTLETREE NR ELTHAM NTH PS
4186,145.107310999526,-37.7036959992616,PARA/FLINTOFF
4187,145.089826999719,-37.7031679993546,GREENSBOROUGH HWY/GRIMSHAW ST
4188,145.069301999706,-37.7010519990571,GRIMSHAW/THE CONCORD
4189,145.159061000057,-37.6742369987775,HURSTBRIDGE-MAIN/SHOPPING CENTRE ACCESS
4190,144.919940999892,-37.74258499882,NAPIER/WOODLANDS
4191,144.902610999683,-37.7414629993193,KEILOR NR GILLIES
4192,144.919069999536,-37.735494998964,NAPIER NR LLOYD
4193,144.908156000224,-37.743701999033,KEILOR NR MT ALEXANDER
4194,144.891186000261,-37.7448339991037,HOFFMANS NR SPENCER
4195,144.908879000523,-37.7513109994521,LINCOLN NR FLORENCE
4196,144.896594999944,-37.7547089990598,BUCKLEY/COOPER/FAWKNER
4197,144.902004999534,-37.7553519991685,BUCKLEY NR MCCRACKEN
4198,144.908037000416,-37.7560309989359,BUCKLEY/WAVERLEY/LINCOLN
4199,144.905741999623,-37.7651189994923,WAVERLEY/HOLMES
4200,144.922501999782,-37.7668819990152,PUCKLE NR PRATT
4201,144.902271000081,-37.7701769991146,RALEIGH NR WOODS
4204,144.916177999996,-37.7717379990274,MARIBYRNONG/UNION
4205,144.923925999575,-37.7725649988104,MARIBYRNONG/ASCOT VALE
4123,144.938512000186,-37.745810998908,REYNOLDS/REYNARD/COONANS
4124,144.944442000532,-37.7465369993914,MELVILLE/REYNARD
4125,144.947072999982,-37.746849998997,REYNARD NR BRUCE
4126,144.965329999664,-37.7485799986902,SYDNEY/REYNARD/EDWARD
4127,144.938804000548,-37.7294259994291,CUMBERLAND NR OLIVE
4128,144.96679800011,-37.740170999341,SYDNEY/URQUHART
4129,144.966268000415,-37.743184998785,SYDNEY NR VICTORIA ST MALL
4130,144.965947999816,-37.7450049988588,SYDNEY/HARDING/MUNRO
4131,144.964727999703,-37.7520379993064,SYDNEY NR THE AVENUE
4132,144.977409999751,-37.7462639992358,NICHOLSON/HARDING
4133,144.983896000277,-37.7299129990186,ELIZABETH / MURPHY
4134,144.95866199966,-37.7268549989797,BAKERS NR CATHERINE
4135,144.947489999451,-37.7214879989608,DERBY NR KENT
4136,144.958902000031,-37.7333909992931,GAFFNEY NR MOLESWORTH
4137,144.971688000477,-37.7308379993401,NEWLANDS NR CARR
4138,144.976599000514,-37.7511929993307,NICHOLSON NR RENNIE
4139,144.965006999543,-37.7430589994737,WATERFIELD NR BELL
4140,144.994807000409,-37.785482999115,HODDLE/QUEENS
4142,144.986075999701,-37.8065939994091,WELLINGTON/LANGRIDGE
4143,144.983462999599,-37.8036439992947,SMITH NR CHARLES
4144,144.982993000539,-37.8063709992094,GERTRUDE/LANGRIDGE/SMITH
2955,145.103479999849,-37.9111509993099,HUNTINGDALE NR HUME
2956,145.141611999697,-37.9313459992406,WESTALL/CENTRE
3226,145.008541000478,-37.7111229994923,HIGH NR BARTON
3227,145.009188000114,-37.7074699994378,HIGH NR GLASGOW
4334,145.031082000113,-37.8066939991272,HIGH NR WALPOLE
4335,145.035885000368,-37.8049529990421,HIGH/CHARLES
4336,145.046117999746,-37.8012689987044,HIGH NR CHILDERS
4337,145.031041000114,-37.8068909987194,COTHAM NR HIGH
4339,145.051925999521,-37.7987619989038,HIGH NR WESTBROOK
4340,145.084533999451,-37.8771749991021,WAVERLEY/BATESFORD
4276,145.042147000388,-37.8381769992958,AUBURN NR AIREDALE
4277,145.046096000251,-37.8391889987655,TOORONGA NR BURGESS
4278,145.038541000326,-37.8292599986898,RIVERSDALE NR KOOYONGKOOT
4279,145.024777000395,-37.821379999316,BURWOOD NR MORANG
4280,145.039703999696,-37.82313099924,BURWOOD/WILLIAM
4281,145.051076000417,-37.8264879991409,CAMBERWELL NR MAYSTON
4282,145.022390999876,-37.8142479994426,CHURCH NR GROVE
4283,145.047788999607,-37.8452519990874,TOORAK/TOORONGA OFFICE PARK
4284,145.035751000334,-37.8204779988692,GLENFERRIE/WAKEFIELD
4285,145.04841400012,-37.8241809995545,BURWOOD/CAMBERWELL
4286,145.041166999484,-37.8432759991329,AUBURN NR CATO
4287,145.047074000488,-37.8337739987942,TOORONGA NR CAMPBELL
4289,145.020821000173,-37.8208789992409,BURWOOD NR BARTON
4290,145.060846999585,-37.7297219987045,KINGSBURY/RUTHVEN/WAIORA/ORR
6207,144.275463000319,-36.7608849986984,HIGH (MCIVOR HWY)/SHORT
6208,144.278493000165,-36.7709799991803,OLINDA/RUSSELL
6223,144.292754999672,-36.7574149992681,MCIVOR HWY/STERNBERG
6230,144.263785999626,-36.755641999453,CALDER/LODDON VLY
6232,144.258138999781,-36.7469229992313,LODDON VALLEY/CREETH
6236,144.253698000055,-36.7186519991107,LODDON VALLEY/VICTORIA
6253,144.243945999664,-36.7968289988254,CALDER/LOCKWOOD/CAMP
6254,144.240421000355,-36.8102029992734,CALDER/LANSELL PLAZA
6255,144.250246999654,-36.779792999024,CALDER/OAK
6259,144.261474999694,-36.7711479993019,CALDER HWY[HIGH]/LAUREL
6261,144.27058000055,-36.7634719993782,HIGH (CALDER HWY)/DON (CALDER)/MYRTLE
6262,144.27407600038,-36.7552459991088,BARNARD/VIEW
5075,144.365758000172,-38.1486879988801,MALOP/BELLERINE
5077,144.336212000017,-38.1816279988073,CORIO-WAURN PONDS (SETTLEMENT)/HIGH
5655,147.630197000173,-37.8260619993801,PHE(NTH) NR SERVICE
5803,144.435349000361,-37.6755759993699,WESTERN HWY/GRANT/GISBORNE
5804,144.435960999772,-37.6756169991174,MAIN NR GISBORNE
5805,144.438517999777,-37.6759639993428,MAIN NR GRAHAM
5806,143.891828999936,-37.5580769989852,VICTORIA/FUSSELL/WATER
5807,143.866170000548,-37.560706998899,MAIR/HUMFFRAY
5808,143.877127999534,-37.5606389989611,VICTORIA/QUEEN
5809,143.873423999783,-37.5614939992774,VICTORIA NR KING & OTWAY
5810,143.870352999463,-37.5620539993276,VICTORIA/PRINCES
5811,143.86369999953,-37.563344999472,LITTLE-BRIDGE/PEEL ST
5812,143.86394999963,-37.5620019990254,CURTIS/PEEL STREET
5813,143.862075999928,-37.5618399993538,CURTIS STREET NR LOWE
5814,143.861938999904,-37.563122999565,LT BRIDGE NR GRENVILLE ST
5815,143.860624999846,-37.5627359991617,STURT ST/GRENVILLE
5816,143.860638999754,-37.562085998932,STURT STREET NR GRENVILLE NTH
5817,143.85773699959,-37.5621069994095,STURT ST/LYDIARD
5818,143.861539000165,-37.5646679988107,EASTWOOD NR ANDERSON
5819,143.854805000409,-37.5617609989389,STURT ST/DOVETON
5821,143.839022999583,-37.5598569995063,STURT/PLEASANT
5822,143.894677000357,-37.4237789990034,MIDLAND NR WATER
840,145.150119999944,-37.8205869992709,SOUTH NR MAIN
1064,144.937433999712,-37.7892079987703,RACECOURSE/WESTERN LINK ON/OFF RAMPS
6264,144.271231999484,-36.7567419991314,IRONBARK/BARNARD/WATTLE
1590,145.190110000396,-37.8575389992644,Burwood Highway / Terrara Road
1593,146.889239999541,-36.1210699991001,ELGIN ST B/W HIGH AND HOVELL
1594,146.886800000213,-36.1202399993543,ELGIN ST B/W HUME AND HIGH
1595,146.88567000038,-36.1200799986725,ELGIN ST B/W SMYTHE AND HUME
3578,144.701496000566,-37.8979259989745,Sneydes Road / Hoppers Lane
3577,144.916650000264,-37.8295219995072,Cook Street / Service Station Access
1689,144.774339999645,-37.7731299989775,STATION / WITTON / TULLOCH
1697,145.097256000506,-37.9441899990889,Dingley Bypass / Clarinda Road
1698,145.112739000534,-37.9594539988095,Dingley Bypass / Boundary Road
1699,145.103033999794,-37.9563369989441,Dingley Bypass / Kingston Road
1700,145.128836000425,-37.9626969989909,Dingley Bypass / Tootal Road
1701,145.13487600019,-37.9656719992507,Dingley Bypass / Westall Road
6677,145.522182999637,-38.4179009989466,BASS HWY/STANLEY
6146,146.869929999988,-36.1092409992942,MELROSE/VISY & UNCLE BENS
6048,145.153760000059,-36.7845519987207,GOULBURN VALLEY HWY NR PRENTICE
518,145.303339000104,-38.0266989988712,WEBB NR REBOUND
2987,144.981968999658,-37.8377479994936,TOORAK/PARK
2988,144.977938999528,-37.812127999326,LANSDOWNE/ST ANDREWS
967,145.136777000106,-38.0384169993253,WELLS/AMAROO (SOUTH)
5837,143.820800999614,-37.5466559992252,GILLIES/LAKE GARDENS
3080,144.950216000348,-37.7102059990776,EAST NR MIDDLE (FITZROY)
3214,145.004780000433,-37.7334559993693,HIGH/WOOD/SPENCER
1900,145.083032999534,-37.7795209995245,EASTERN FWY/THOMPSONS ON RAMP OB
2810,145.005536999899,-37.6793989987487,MAIN NR LANTANA
2811,144.989154000259,-37.6481879990545,COOPER/TIP ACCESS RD
2812,144.999108000032,-37.6492569987273,COOPER/GATEWAY
5841,142.930168000182,-37.2837709988723,BARKLY NR VINCENT
5842,143.853317000144,-37.5616009995555,STURT/DAWSON
5875,143.855208999768,-37.5594669987643,MIDLAND HWY/MAIR
5876,143.867500999915,-37.5649819989892,BALLARAT-BUNINYONG/BARKLY
5877,143.850325000037,-37.5500609989822,MIDLAND HWY/MACARTHUR
5878,143.850126999488,-37.542540998931,MIDLAND HWY/SUNRAYSIA/HOWITT
5879,143.849392000144,-37.5353119992242,MIDLAND HWY (CRESWICK)/NORMAN
5901,143.82861399988,-37.5399589994258,HOWITT NR FOREST & SCHOOL LANE
5228,144.3366089995,-38.1393929988182,SHANNON/ALBERT
5242,144.666227000115,-37.9038279987198,DUNCANS/COLLEGE
5243,144.819113000277,-37.8187739989175,LITTLE BOUNDARY/PIPE
444,145.154807000077,-37.9382579993479,SPRINGVALE NR WAREHAM
5246,144.682366999766,-37.88070299915,DERRIMUT/WARRINGA
3293,145.045903000001,-37.8943819992836,GRANGE BTW GARDEN/WATTLE
5249,144.660729000283,-37.9031069988106,WERRIBEE MAIN RD(PHW)/SYNNOT/BRIDGE
5250,144.658569000509,-37.9042999987205,PHW(SYNNOT)/WEDGE
5251,144.660214999927,-37.8973999987033,COTTRELL (EAST)/MARKET
5252,144.701278999483,-37.8794269986776,MORRIS/HEATHS
5253,144.66289000039,-37.9019139993743,DUNCANS/SYNNOT
5254,144.682891000317,-37.8775929987642,DERRIMUT/HEATHS
5300,144.347125000133,-38.1467599992307,HAMILTON HWY (ABERDEEN)/PAKINGTON
5302,144.335466999732,-38.1453759995421,HAMILTON HWY (ABERDEEN)/SHANNON
5303,144.345776999817,-38.1539769991124,PAKINGTON/NOBLE
5304,144.344731000431,-38.1595809991789,PAKINGTON/WEST FYANS
5306,144.334123999743,-38.1526019986919,SHANNON/NOBLE
4910,144.965349000205,-37.8499059987027,CANTERBURY NR ARMSTRONG
4911,144.961202000404,-37.8404739991646,ALBERT/CECIL/AUGHTIE
4912,144.963388000461,-37.8391169995573,ALBERT/CLARENDON
4914,144.964838999648,-37.8361679987496,MORAY NR COBDEN
4915,144.948897000053,-37.8359729990944,DORCAS/PICKLES/INGLES
4917,144.952852999816,-37.8421789987291,VICTORIA NR BRIDPORT
4918,144.960308000238,-37.8440569991766,CANTERBURY/MILLS
4920,144.965819000434,-37.821839998673,CITY/SOUTHGATE
4921,144.961367000394,-37.8199889986824,QUEENS BRIDGE/QUEENSWHARF/BANANA ALLEY
4922,144.963018999774,-37.8216759989819,SOUTHBANK/RIVERSIDE
4923,144.966033999821,-37.8233909988995,SOUTHBANK/KAVANAGH
4924,144.961637000563,-37.8459599987068,CANTERBURY NR WRIGHT
3336,145.066388999445,-37.7421049995451,LWR PLENTY/TURNHAM/RAILWAY CROSSING
2915,144.959342999861,-37.8120249994547,QUEEN/LITTLE LONSDALE
2916,144.956885999462,-37.8127359988694,WILLIAM/LITTLE LONSDALE
2917,144.954373999874,-37.8134469989634,KING/LITTLE LONSDALE
2918,144.970696000501,-37.8074909988471,VICTORIA/LATROBE
2919,144.96874299956,-37.808157998776,EXHIBITION/LATROBE
2920,144.966303999966,-37.8088819991978,RUSSELL/LATROBE
2922,144.961358999847,-37.8103169988211,ELIZABETH/LATROBE
2923,144.958893999544,-37.8110379987724,QUEEN/LATROBE
2924,144.956446000082,-37.8117549995458,WILLIAM/LATROBE
2925,144.953921000175,-37.8124659992333,KING/LATROBE
2926,144.951546999812,-37.8134099992702,SPENCER/LATROBE
2931,144.973633999862,-37.8156399990341,FLINDERS/WELLINGTON STH
