OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,geometry
45227,,,1107,FERNTREE GULLY/EASTLINK,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN",,,,POINT (145.214385000045 -37.9035419995187)
45228,,,1181,HEATHERTON/LINK,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.197495000078 -37.9679199989572)
45229,,,5218,BELLARINE HWY NR NELSON,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.394306000269 -38.171402998688)
45230,,,5219,CORIO-WAURN PONDS(SETTLEMENT) NR FRANCIS,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.347271999846 -38.181856999118)
45231,,,2635,MONASH NR WHITTY,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.835906000063 -37.7890009987069)
45232,,,886,MAROONDAH NR RYLAND,POS,,,,,,,,OPERATIONAL,WCHAIR,,,,POINT (145.266233999432 -37.7899889987966)
45233,,,2636,MELTON HWY/VERONA,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.796278999477 -37.7007369991471)
45234,,,2637,MELTON HWY/PARMELIA,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.786380000287 -37.6985789991998)
45235,,,2638,MELTON HWY/KINGS,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,POINT (144.781239000192 -37.6974509989151)
45236,,,2639,MELTON HWY/SHOPPING CENTRE ENT 2,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.778268000376 -37.6968179991557)
45237,,,2640,MELTON HWY/MCCUBBIN,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK",,,,POINT (144.774555999819 -37.6958819990671)
45238,,,6315,NORTHERN HWY BTN FRASER/GILLIES,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (144.699465999574 -36.3617759991922)
45239,,,4729,PICKLES/LIARDET/RICHARDSON,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.946529999814 -37.8410129990319)
45240,,,3525,FERGUSON BTW LYONS/BATH,FLASH PX,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.896361999621 -37.8587379993046)
45241,,,4528,BATMAN/MELB PARK NTH ACCESS,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (144.975676000265 -37.8184989989882)
45242,,,4529,MELBOURNE PARK NTH ACCESS/FED SQ ACCESS,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (144.976385000459 -37.8184059994474)
45243,,,5114,BARRABOOL/BELLE VUE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.324397000069 -38.1715159993393)
45244,,,572,WARBURTON/HEALESVILLE-KOO WEE RUP,INT,,,,,,,,OPERATIONAL,"DIDO,PTS_SIGN,RADOUT",,,,POINT (145.531403999989 -37.7803059987485)
45245,,,530,MONASH/PHE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN",,,,POINT (145.321917000455 -38.0281799987439)
45246,,,5027,MYERS/SWANSTON,INT,,,,,,,,OPERATIONAL,TELECOM,,,,POINT (144.366359999457 -38.1535079991426)
45247,,,517,BALLARTO NR GREENWOOD,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.180801999939 -38.1155589991172)
45248,,,3868,BRIDGE NR VERITY,POS,,,,,,,,OPERATIONAL,"ASB WARN,EVP,PUFFIN,TRAM PRI",,,,POINT (144.992663999459 -37.8178489994401)
45249,,,962,WESTALL/ROSEBANK,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.140311000463 -37.9411469986939)
45250,,,3664,TOORONGA NR BETHUNE,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.045575000176 -37.8420949989057)
45251,,,2181,HUME/AUSTRAK,INT,,,,,,,,OPERATIONAL,FIRE LNK,,,,POINT (144.950588000155 -37.6380509990564)
45252,,,3145,CENTRE DANDENONG/CHIFLEY,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.106965999661 -37.9719679993453)
45253,,,595,GREENS/SOUTH PARK DEVELOPMENT ACCESS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.201757000465 -38.0130159990158)
45254,,,6654,PRINCES/VINCENT,INT,,,,,,,,OPERATIONAL,DUST,,,,POINT (146.408926000242 -38.2398059991682)
45255,,,3949,MARTIN NR SPINK,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (145.004787000385 -37.8974989992588)
45256,,,3188,Soldiers Rd/ Viewbright Rd/ Skylark Blvd,INT,,,,,,,,OPERATIONAL,Bike Det,,,,POINT (145.362840999457 -38.0816379991481)
45257,,,3147,LOWER DANDENONG/WOODLANDS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.11788500033 -37.9876739991952)
45258,,,767,DORSET/CHANDLER,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.285771999768 -37.8597839988727)
45259,,,3394,MONASH ON RAMP NR PUNT,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (144.98813400028 -37.8288649989029)
45260,,,316,HIGH NR VILLAGE,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.11007799973 -37.7822109991112)
45261,,,2043,DONCASTER/WHITTENS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.132725999539 -37.7871909992909)
45262,,,6069,ARCHER/WILMOT/POPLAR,INT,,,,,,,,OPERATIONAL,DIDO,,,,POINT (145.409574999846 -36.3990329989022)
45263,,,365,HIGH ST RD/CAPITAL,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.185861999435 -37.8765029986985)
45264,,,490,GLADSTONE/HALTON,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.207326000043 -37.9566449987245)
45265,,,966,POWER NR MONASH FWY,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.241384999846 -37.9774469993019)
45266,,,2595,MELTON HWY/GOURLAY,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.744229999919 -37.691937998686)
45267,,,2050,MCINTYRE/WHITEHILL,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.832818999854 -37.7545969995113)
45268,,,2808,CHILDS/PRINCE OF WALES,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.047362999634 -37.6624899993887)
45269,,,2809,CHILDS/BETULA,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.060683000477 -37.667952999157)
45270,,,3241,VICTORIA/DUNDAS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.014113999543 -37.7537229988194)
45271,,,491,WELLINGTON/COLES MYER HOUSE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.160413999922 -37.9189019988283)
45272,,,394,PHE/DOHERTY,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.460130000424 -38.0630009987473)
45273,,,4512,ELIZABETH/A'BECKETT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.960867000424 -37.8092499987412)
45274,,,4514,KING/ROSSLYN/CHETWYND,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.951685999737 -37.8081629993925)
45275,,,4517,KING/DUDLEY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.952365000276 -37.8092389995562)
45276,,,4518,DRYBURGH/SPENCER/MILLER,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,POINT (144.94305299949 -37.8054409993566)
45277,,,4519,SPENCER/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.944844999968 -37.8061459991063)
45278,,,4520,SPENCER/HAWKE,INT,,,,,,,,OPERATIONAL,"ASB WARN,PARTFCRT",,,,POINT (144.946967999632 -37.8070909991462)
45279,,,4521,SPENCER/DUDLEY,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,POINT (144.949987000453 -37.8101329994942)
45280,,,4522,DUDLEY/ADDERLEY,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.947823000255 -37.8109559991469)
45281,,,4523,SWANSTON/FRANKLIN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.962837999679 -37.8074649989393)
45282,,,4524,KING/HAWKE,INT,,,,,,,,OPERATIONAL,SRLC,,,,POINT (144.948655000511 -37.8055049994986)
45283,,,4525,FLINDERS EXT/WORLD TRADE CENTRE ACCESS,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.954608000187 -37.8212339994295)
45284,,,4531,ST KILDA NR CONCERT HALL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.968433999508 -37.8196209987435)
45285,,,4534,ST KILDA NR COVENTRY,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (144.971361999987 -37.8282519990059)
45286,,,4535,ST KILDA NR DORCAS,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (144.971337000535 -37.830285999136)
45287,,,4536,ST KILDA/PARK/DOMAIN,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (144.971923000049 -37.8324419991832)
45288,,,4537,COMMERCIAL/IZETT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.992351999787 -37.8466339989569)
45289,,,4538,ST KILDA/KINGSWAY,INT,,,,,,,,OPERATIONAL,"SRLC,TRAM PRI",,,,POINT (144.975537999784 -37.8362179987005)
45290,,,4463,FLEMINGTON/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (144.94745299998 -37.7936149989483)
45291,,,4464,FLEMINGTON NR CHILDREN'S HOSPITAL,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (144.950209000121 -37.7958099990646)
45292,,,4465,FLEMINGTON/GATEHOUSE/HARKER,INT,,,,,,,,OPERATIONAL,"Bluetooth,MICROCEL,SRLC,TRAM",,,,POINT (144.951197000313 -37.7965959993168)
45293,,,4466,FLEMINGTON/GRATTAN/WRECKYN,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (144.955033999916 -37.7996519987028)
45294,,,4467,ELLIOT/TRAMWAY CROSSING,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.949757999892 -37.7883529989884)
45295,,,4468,FLEMINGTON NR PARK,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (144.952456000174 -37.7975989991532)
45296,,,4469,RACECOURSE NR CROWN,POS,,,,,,,,OPERATIONAL,"GWTT,TRAM PRI,TRAM RSV",,,,POINT (144.922122000031 -37.7874189990247)
45297,,,4470,MT ALEXANDER/MOOLTAN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.937138999935 -37.7841079995056)
45298,,,4471,MT ALEXANDER/WELLINGTON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.932541000061 -37.7811729994556)
45299,,,4472,RACECOURSE/EASTWOOD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.929483000377 -37.7881579994648)
45300,,,4480,MACAULAY/EPSOM/KENSINGTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,POINT (144.927698999714 -37.7941389986788)
45301,,,4481,MACAULAY NR BELLAIR,POS,,,,,,,,OPERATIONAL,RAIL LNK,,,,POINT (144.930176000524 -37.7944409993448)
45302,,,4482,DYNON/KENSINGTON,INT,,,,,,,,OPERATIONAL,"ASB WARN,BUS PRI",,,,POINT (144.914853999682 -37.8015149987369)
45303,,,4483,DYNON/LLOYD,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.929160999613 -37.8030859988101)
45304,,,4484,MACAULAY/STUBBS,INT,,,,,,,,OPERATIONAL,SRLC,,,,POINT (144.93486000001 -37.7949749994442)
45305,,,4485,MACAULAY NR LANGFORD,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (144.936623999947 -37.7951769987055)
45306,,,4490,BOUNDARY/MACAULAY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.938870999713 -37.7954329995579)
45307,,,4492,ARDEN/DRYBURGH/MACAULAY,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (144.943978000304 -37.8003009993688)
45308,,,4493,ARDEN/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.94590099994 -37.8005279992297)
45309,,,5084,THOMPSON NR VISTULA,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.342888999844 -38.113437998893)
45310,,,5085,THOMPSON/VICTORIA,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.341271000378 -38.1217659988143)
45311,,,5086,SURF COAST HWY NR CHERYL,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.343763000228 -38.1882589988536)
45312,,,5087,SURF COAST HWY/MARSHALLTOWN,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.342407999472 -38.1956689991943)
45313,,,5089,RYRIE/GARDEN,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.372346000216 -38.1529379994118)
45314,,,5194,BELLARINE HWY/CHRISTIES RD/CLAREMONT DR,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.473448000006 -38.1914469995052)
45315,,,5193,BELLARINE HWY/KENSINGTON,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,POINT (144.464290000014 -38.1891799991603)
45316,,,5192,BELLARINE HWY(ORMOND RD)/HUMBLE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.378231999856 -38.1621169990461)
45317,,,5083,SURF COAST HWY/HEYERS,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.33997099998 -38.2085799993248)
45318,,,4657,HIGH NR LAWRY,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,POINT (144.99879600044 -37.7704249993422)
45319,,,598,PHE/VICTOR,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.312650000316 -38.0271489993359)
45320,,,5057,MOORABOOL/FYANS,INT,,,,,,,,OPERATIONAL,"PARTFCRT,RLC,SAFECAM,SRLC",,,,POINT (144.354110999988 -38.1617039988483)
45321,,,5058,HIGH ST/BARWON HEADS/BARRABOOL,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.350644000237 -38.1675789991818)
45322,,,5059,HIGH/MT PLEASANT,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.346875999559 -38.1711579992831)
45323,,,3878,BURNLEY/NORTHERN ACCESS RD,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.009591999851 -37.8124449992047)
45324,,,4157,HIGH NR UNION,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,POINT (144.996992000096 -37.7793899995328)
45325,,,4987,PLENTY/BETULA,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.06891099989 -37.6830019994783)
45326,,,4986,PLENTY/CLEMENTS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.069125999989 -37.681840999353)
45327,,,4978,FERGUSON NR MELBOURNE,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (144.886945999544 -37.857668999534)
45328,,,5255,BALLAN/CAMBRIDGE,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,,POINT (144.637304999854 -37.8959909990055)
45329,,,5088,SURF COAST HWY/PIONEER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.3409590005 -38.2031109990249)
45330,,,5060,HIGH/REGENT,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.344573000385 -38.1733219987476)
45331,,,5061,HIGH NR ROSLYN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (144.342373000479 -38.1753879993726)
45332,,,5062,HIGH/ROSLYN/THOMSON/CORIO,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.342373000479 -38.1753879993726)
45333,,,5063,HIGH NR DOROTHY,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.339348000166 -38.1782209986752)
45334,,,5066,CORIO-WAURN PONDS / REYNOLDS,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.327742000233 -38.1893459992081)
45335,,,4433,HAMPSHIRE NR SERVICE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (144.832489000007 -37.7825199991602)
45336,,,753,SEAFORD/RAILWAY/FORTESCUE,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,POINT (145.130796999625 -38.110544999126)
45337,,,5105,PHW/GRANT/HART,INT,,,,,,,,OPERATIONAL,"DIDO,PARTFCRT",,,,POINT (143.581659999859 -38.3392989994302)
45338,,,1260,CRANBOURNE-FRANKSTON/NORTHGATEWAY/QUARRY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.205079000421 -38.1446699990573)
45339,,,1261,CRANBOURNE-FRANKSTON/CENTRE/POTTS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.211640000539 -38.1416489988363)
45340,,,6291,CONDON/RESERVOIR,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.308553000053 -36.7751919995343)
45341,,,3474,MAHER NR THOMAS,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (144.770989000455 -37.8635409991712)
45342,,,2683,HIGH/BARRIES,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.558998999966 -37.6849579991645)
45343,,,6446,CALDER HWY NR MILDURA PLAZA,POS,,,,,,,,OPERATIONAL,,,,,POINT (142.137233999932 -34.2077839995556)
45344,,,2735,SUNSHINE/CALVERTON,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.820191999973 -37.7355629994679)
45345,,,2741,SUNSHINE/COPERNICUS,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.807882999638 -37.7233569994533)
45346,,,801,STUD/STUD PARK SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.234714999594 -37.9191909992184)
45347,,,6078,MIDLAND HWY/FRYERS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.395800000531 -36.3794039994343)
45348,,,961,STH GIPPS'D HWY/ABBOTTS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.245487000316 -38.0349339994161)
45349,,,705,MANNINGHAM/AYR,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.104749000537 -37.7724169987429)
45350,,,848,CANTERBURY/STEVENS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.185177000439 -37.8362699995649)
45351,,,2634,MCINTYRE/SUFFOLK,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.829734999941 -37.7716009995097)
45352,,,2212,MAROONDAH HWY/MARKET/MURRAY,INT,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.22437499999 -37.8167339992295)
45353,,,2701,MELTON HWY/SUNSHINE,POS,,,,,,,,OPERATIONAL,"Bluetooth,RBT SIGS",,,,POINT (144.800222000366 -37.7016279990214)
45354,,,591,STH GIPPS'D HWY NR LYALL,POS,,,,,,,,OPERATIONAL,"Bluetooth,DUST,PTS_SIGN",,,,POINT (145.381209999833 -38.2137379994912)
45355,,,6823,KOROIT NR LIEBIG & KEPLER,POS,,,,,,,,OPERATIONAL,,,,,POINT (142.482458999827 -38.3830939995087)
45356,,,159,BURWOOD HWY/LAKEWOOD,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.253613999864 -37.8750269987967)
45357,,,3484,MAIDSTONE NR GATE 6,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.80899999982 -37.8494709986865)
45358,,,4775,HIGH ST/BUNNINGS ACCESS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.023299000244 -37.6524159987935)
45359,,,4733,ALBERT/LAKESIDE,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP",,,,POINT (144.967663999889 -37.837379998852)
45360,,,4734,QUEENS/LINK,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.977943000157 -37.8494929990696)
45361,,,755,MOOROODUC HWY NR RAIL CROSSING,POS,,,,,,,,OPERATIONAL,"PUFFIN,RAIL LNK",,,,POINT (145.134358000267 -38.1499129987119)
45362,,,5658,PHE/MYER,INT,,,,,,,,OPERATIONAL,DUST,,,,POINT (147.993991000433 -37.8792799993591)
45363,,,2445,QUEENS O'HEAD N ARTHUR GANTRY 02,OH LANE,,,,,,,,OPERATIONAL,,,,,POINT (144.974181000012 -37.8390499988711)
45364,,,2446,QUEENS O'HEAD N LEOPOLD GANTRY 03,OH LANE,,,,,,,,OPERATIONAL,,,,,POINT (144.975022000301 -37.841352999546)
45365,,,2447,QUEENS O'HEAD N LOUISE GANTRY 04,OH LANE,,,,,,,,OPERATIONAL,,,,,POINT (144.975740999711 -37.843340999191)
45366,,,2448,QUEENS O'HEAD N ROY GANTRY 05,OH LANE,,,,,,,,OPERATIONAL,,,,,POINT (144.976720000462 -37.8460249988065)
45367,,,2449,QUEENS O'HEAD N BEATRICE GANTRY 06,OH LANE,,,,,,,,OPERATIONAL,,,,,POINT (144.977401999955 -37.8478839995166)
45368,,,2450,QUEENS O'HEAD S BEATRICE GANTRY 07,OH LANE,,,,,,,,OPERATIONAL,,,,,POINT (144.977704999688 -37.8487669987703)
45369,,,2467,QUEENS O'HEAD N LORNE GANTRY 08,OH LANE,,,,,,,,OPERATIONAL,,,,,POINT (144.978276999514 -37.8505119992585)
45370,,,116,MAROONDAH HWY/FIRE STN,FIRE SIG,,,,,,,,OPERATIONAL,"AMBU LNK,FIRE LNK",,,,POINT (145.178256999449 -37.8185089989353)
45371,,,5311,NOBLE NR CLAREMONT,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.337776999592 -38.1530329988535)
45372,,,377,FERNTREE GULLY/ENT BUNNINGS (KNOX),INT,,,,,,,,OPERATIONAL,,,,,POINT (145.243149999563 -37.8976079989366)
45373,,,157,MAROONDAH HWY/KIMBERLEY/FLETCHER,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.310585000497 -37.7613579994396)
45374,,,2645,MELTON HWY/OVERTON LEA,INT,,,,,,,,OPERATIONAL,VRLS,,,,POINT (144.766158999523 -37.6946169994619)
45375,,,6656,PRINCES HWY/VILLAGE,INT,,,,,,,,OPERATIONAL,"DUST,PTS_SIGN",,,,POINT (146.471994999858 -38.2208819993788)
45376,,,4494,ARDEN/CURZON,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.948512000383 -37.8008149987839)
45377,,,4495,ARDEN/ERROL,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.9504239995 -37.8010229992734)
45378,,,4496,QUEENSBERRY/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.945530999883 -37.8025949990467)
45379,,,2149,SYDNEY / CAMPBELLFIELD SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.958050000493 -37.6878499990977)
45380,,,597,PRINCES HWY/ARMY,INT,,,,,,,,OPERATIONAL,PTS_SIGN,,,,POINT (145.496971999552 -38.0682259987122)
45381,,,175,STUD/KNOX TAFE COLLEGE ENT/RIVERPARK,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.232934999733 -37.8731019992994)
45382,,,799,STUD/HARCREST BLVD,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.232928999471 -37.8823049990948)
45383,,,3435,WHITEHALL/SOMERVILLE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.899771000182 -37.8146649990233)
45384,,,2644,MCINTYRE/PHOENIX,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.829058000406 -37.7752249991148)
45385,,,2658,WESTERN HWY/CHRISTIES/CAROLINE SPRING,INT,,,,,,,,OPERATIONAL,"FIRE LNK,PTS_SIGN",,,,POINT (144.739647000447 -37.7563319994153)
45386,,,2984,MALVERN NR WESTBOURNE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,POINT (145.004896999619 -37.8483239992166)
45387,,,3505,QUEEN NR SARGOOD,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (144.828756999979 -37.8692929992382)
45388,,,2750,ST ALBANS NR DEBENHAM,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.806067999982 -37.7523829988841)
45389,,,2342,NEPEAN HWY/MCDONALD,POS,,,,,,,,OPERATIONAL,RBT SIGS,,,,POINT (145.086336999493 -38.0055879990558)
45390,,,510,STATION/THAMES PROMENADE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.11561999958 -38.0506089993768)
45391,,,3082,PENTRIDGE NR ACCESS ROAD,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (144.968781000465 -37.7381489987679)
45392,,,290,PHE/SMITH,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.165944999624 -37.9415529986966)
45393,,,3042,BELL/ALVA,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.974348999976 -37.7421689988058)
45394,,,3299,HEIDELBERG NR THE ESPLANADE,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.002604000135 -37.7847909991661)
45395,,,4478,WESTERN LINK NB ENTRY/MT ALEXANDER,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN,TRAM PRI",,,,POINT (144.939135999904 -37.7859959986934)
45396,,,4486,WESTERN LINK/DYNON ON RAMP NORTH BD,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,,POINT (144.935323999972 -37.8046769991167)
45397,,,156,MERRINDALE NR CENTRE,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (145.289862000232 -37.8134439988897)
45398,,,596,MITCHAM/PREMIER/REDLAND,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.194849999884 -37.830612998718)
45399,,,5334,BAANIP BOULEVARD / SOVEREIGN DR,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.326416000493 -38.214959999527)
45400,,,2502,SMITHFIELD/GATEHOUSE/STABLES,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.919820000289 -37.791071999219)
45401,,,554,BONEO/MCCOMBE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.889681999992 -38.3608989994601)
45402,,,1076,GEORGIANA/WURUNDJERI,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.950844999459 -37.8221999990926)
45403,,,306,WARBURTON HWY NR HEARSE,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.652958000397 -37.7551639993759)
45404,,,5078,MALOP/YARRA,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.363256999592 -38.1479779988712)
45405,,,5079,CORIO-WAURN POND(SETTLEMENT/BARWON HEADS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.352389000106 -38.1752389995362)
45406,,,5080,CHURCH/MINERVA,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.331938999467 -38.12984199907)
45407,,,5081,YARRA/LT MALOP,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.36280000001 -38.1489819993455)
45408,,,5082,MALOP NR YARRA,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.362744999614 -38.1478379988143)
45409,,,2145,SYDNEY RD/GRASSLANDS,INT,,,,,,,,OPERATIONAL,PTS_SIGN,,,,POINT (144.947026999968 -37.6169639988774)
45410,,,892,WARRANDYTE/WONGA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.234533999955 -37.8003679991689)
45411,,,2680,CAROLINE SPRINGS/COMMERCIAL,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.741608999658 -37.7295739989851)
45412,,,3449,JOHNSTON/PATTERSON,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,POINT (145.001231999674 -37.8006509993847)
45413,,,6810,PHW NR REGENT,POS,,,,,,,,OPERATIONAL,"DIDO,PUFFIN",,,,POINT (142.22930900015 -38.3813549992816)
