scat_number,school_count,long,lat
5109.0,2.0,144.328314000484,-38.1205779986903
5039.0,0.0,144.358367999773,-38.1465279986898
2397.0,1.0,144.962224000174,-37.8278259994337
303.0,1.0,145.267158000063,-38.0356789989813
6827.0,2.0,142.464041999598,-38.3668109995518
6828.0,1.0,142.468519000068,-38.3694559995405
5231.0,0.0,144.317633999736,-38.3266169989903
964.0,0.0,145.225057000429,-38.0332969990795
508.0,0.0,145.338180000297,-38.0598929993571
5117.0,1.0,144.35802499946,-38.1488139991998
5118.0,1.0,144.360561000376,-38.149536999259
5881.0,0.0,143.844722999839,-37.5756319989084
5119.0,0.0,144.354766000407,-38.1394969987131
5273.0,0.0,144.737423,-37.8752259990054
2014.0,3.0,145.244812000464,-37.8749799986672
107.0,2.0,145.260270999499,-37.7934099991377
6814.0,0.0,142.493489999487,-38.3673349988359
4638.0,0.0,145.109326000342,-37.9861629989502
4438.0,1.0,144.994785000311,-37.8493869993707
4442.0,0.0,144.994758000436,-37.8469499987367
6290.0,1.0,144.316158000288,-36.705154999329
3741.0,0.0,145.05561600012,-37.7044739988658
1011.0,0.0,144.922660000483,-37.7799489990335
2673.0,2.0,144.817196000371,-37.7904269994925
6235.0,1.0,144.258692000513,-36.7258769991371
4150.0,0.0,145.006375999671,-37.8302779987311
803.0,1.0,145.244148999517,-37.9265499990048
4558.0,0.0,144.986708999841,-37.824341999349
2193.0,0.0,144.945480999605,-37.5394769992302
5164.0,0.0,144.367589999908,-38.1793299986718
507.0,0.0,145.121347999904,-38.0709569989871
3047.0,0.0,144.874065000091,-37.7522189987431
6081.0,0.0,145.402228000436,-36.3574599990395
2352.0,0.0,145.065273999529,-37.9750049990323
5610.0,1.0,147.06880999945,-38.093563999425
3917.0,1.0,144.995189999448,-37.8416319987754
2519.0,0.0,144.85983400042,-37.8138159987431
3644.0,0.0,145.083548999783,-37.9539469987805
6451.0,1.0,142.165885999542,-34.2314169992389
4108.0,2.0,145.004653000165,-37.8777409987372
2464.0,0.0,145.000155000282,-37.8005449991581
6075.0,0.0,145.398849999948,-36.3831459987059
2589.0,0.0,144.771016999495,-37.7100609993861
3759.0,0.0,144.884737999702,-37.8448009989723
1153.0,0.0,145.348147999639,-38.0302399989481
1155.0,1.0,145.240272000418,-37.9946169995099
1102.0,0.0,145.216982999433,-37.8323839990689
1103.0,0.0,145.211129999758,-37.8612089990961
1104.0,0.0,145.216330999792,-37.8461749986876
1123.0,0.0,145.287316999613,-37.8320979995404
1107.0,0.0,145.214385000045,-37.9035419995187
1181.0,0.0,145.197495000078,-37.9679199989572
5218.0,1.0,144.394306000269,-38.171402998688
5219.0,0.0,144.347271999846,-38.181856999118
2635.0,2.0,144.835906000063,-37.7890009987069
886.0,1.0,145.266233999432,-37.7899889987966
2636.0,0.0,144.796278999477,-37.7007369991471
2637.0,0.0,144.786380000287,-37.6985789991998
2638.0,0.0,144.781239000192,-37.6974509989151
2639.0,0.0,144.778268000376,-37.6968179991557
2640.0,1.0,144.774555999819,-37.6958819990671
6315.0,1.0,144.699465999574,-36.3617759991922
4729.0,1.0,144.946529999814,-37.8410129990319
3525.0,1.0,144.896361999621,-37.8587379993046
4528.0,0.0,144.975676000265,-37.8184989989882
4529.0,0.0,144.976385000459,-37.8184059994474
5114.0,0.0,144.324397000069,-38.1715159993393
572.0,1.0,145.531403999989,-37.7803059987485
530.0,0.0,145.321917000455,-38.0281799987439
5027.0,1.0,144.366359999457,-38.1535079991426
517.0,0.0,145.180801999939,-38.1155589991172
3868.0,1.0,144.992663999459,-37.8178489994401
962.0,3.0,145.140311000463,-37.9411469986939
3664.0,4.0,145.045575000176,-37.8420949989057
2181.0,0.0,144.950588000155,-37.6380509990564
3145.0,0.0,145.106965999661,-37.9719679993453
595.0,0.0,145.201757000465,-38.0130159990158
6654.0,1.0,146.408926000242,-38.2398059991682
3949.0,0.0,145.004787000385,-37.8974989992588
3188.0,1.0,145.362840999457,-38.0816379991481
3147.0,0.0,145.11788500033,-37.9876739991952
767.0,0.0,145.285771999768,-37.8597839988727
3394.0,1.0,144.98813400028,-37.8288649989029
316.0,0.0,145.11007799973,-37.7822109991112
2043.0,1.0,145.132725999539,-37.7871909992909
6069.0,1.0,145.409574999846,-36.3990329989022
365.0,0.0,145.185861999435,-37.8765029986985
490.0,1.0,145.207326000043,-37.9566449987245
966.0,2.0,145.241384999846,-37.9774469993019
2595.0,0.0,144.744229999919,-37.691937998686
2050.0,0.0,144.832818999854,-37.7545969995113
2808.0,0.0,145.047362999634,-37.6624899993887
2809.0,2.0,145.060683000477,-37.667952999157
3241.0,1.0,145.014113999543,-37.7537229988194
491.0,0.0,145.160413999922,-37.9189019988283
394.0,2.0,145.460130000424,-38.0630009987473
4512.0,0.0,144.960867000424,-37.8092499987412
4514.0,2.0,144.951685999737,-37.8081629993925
4517.0,2.0,144.952365000276,-37.8092389995562
4518.0,0.0,144.94305299949,-37.8054409993566
4519.0,0.0,144.944844999968,-37.8061459991063
4520.0,0.0,144.946967999632,-37.8070909991462
4521.0,1.0,144.949987000453,-37.8101329994942
4522.0,0.0,144.947823000255,-37.8109559991469
4523.0,0.0,144.962837999679,-37.8074649989393
4524.0,1.0,144.948655000511,-37.8055049994986
4525.0,0.0,144.954608000187,-37.8212339994295
4531.0,0.0,144.968433999508,-37.8196209987435
4534.0,0.0,144.971361999987,-37.8282519990059
4535.0,0.0,144.971337000535,-37.830285999136
4536.0,2.0,144.971923000049,-37.8324419991832
4537.0,0.0,144.992351999787,-37.8466339989569
4538.0,2.0,144.975537999784,-37.8362179987005
4463.0,2.0,144.94745299998,-37.7936149989483
4464.0,3.0,144.950209000121,-37.7958099990646
4465.0,2.0,144.951197000313,-37.7965959993168
4466.0,3.0,144.955033999916,-37.7996519987028
4467.0,0.0,144.949757999892,-37.7883529989884
4468.0,2.0,144.952456000174,-37.7975989991532
4469.0,1.0,144.922122000031,-37.7874189990247
4470.0,4.0,144.937138999935,-37.7841079995056
4471.0,4.0,144.932541000061,-37.7811729994556
4472.0,2.0,144.929483000377,-37.7881579994648
4480.0,2.0,144.927698999714,-37.7941389986788
4481.0,2.0,144.930176000524,-37.7944409993448
4482.0,0.0,144.914853999682,-37.8015149987369
4483.0,0.0,144.929160999613,-37.8030859988101
4484.0,0.0,144.93486000001,-37.7949749994442
4485.0,0.0,144.936623999947,-37.7951769987055
4490.0,1.0,144.938870999713,-37.7954329995579
4492.0,0.0,144.943978000304,-37.8003009993688
4493.0,1.0,144.94590099994,-37.8005279992297
5084.0,3.0,144.342888999844,-38.113437998893
5085.0,0.0,144.341271000378,-38.1217659988143
5086.0,1.0,144.343763000228,-38.1882589988536
5087.0,0.0,144.342407999472,-38.1956689991943
5089.0,1.0,144.372346000216,-38.1529379994118
5194.0,0.0,144.473448000006,-38.1914469995052
5193.0,1.0,144.464290000014,-38.1891799991603
5192.0,2.0,144.378231999856,-38.1621169990461
5083.0,0.0,144.33997099998,-38.2085799993248
4657.0,2.0,144.99879600044,-37.7704249993422
598.0,1.0,145.312650000316,-38.0271489993359
5057.0,0.0,144.354110999988,-38.1617039988483
5058.0,0.0,144.350644000237,-38.1675789991818
5059.0,1.0,144.346875999559,-38.1711579992831
3878.0,2.0,145.009591999851,-37.8124449992047
4157.0,0.0,144.996992000096,-37.7793899995328
4987.0,0.0,145.06891099989,-37.6830019994783
4986.0,0.0,145.069125999989,-37.681840999353
4978.0,2.0,144.886945999544,-37.857668999534
5255.0,0.0,144.637304999854,-37.8959909990055
5088.0,0.0,144.3409590005,-38.2031109990249
5060.0,1.0,144.344573000385,-38.1733219987476
5061.0,1.0,144.342373000479,-38.1753879993726
5062.0,1.0,144.342373000479,-38.1753879993726
5063.0,1.0,144.339348000166,-38.1782209986752
5066.0,1.0,144.327742000233,-38.1893459992081
4433.0,0.0,144.832489000007,-37.7825199991602
753.0,0.0,145.130796999625,-38.110544999126
5105.0,1.0,143.581659999859,-38.3392989994302
1260.0,0.0,145.205079000421,-38.1446699990573
1261.0,0.0,145.211640000539,-38.1416489988363
6291.0,0.0,144.308553000053,-36.7751919995343
3474.0,0.0,144.770989000455,-37.8635409991712
2683.0,0.0,144.558998999966,-37.6849579991645
6446.0,0.0,142.137233999932,-34.2077839995556
2735.0,1.0,144.820191999973,-37.7355629994679
2741.0,0.0,144.807882999638,-37.7233569994533
801.0,1.0,145.234714999594,-37.9191909992184
6078.0,0.0,145.395800000531,-36.3794039994343
961.0,0.0,145.245487000316,-38.0349339994161
705.0,0.0,145.104749000537,-37.7724169987429
848.0,1.0,145.185177000439,-37.8362699995649
2634.0,1.0,144.829734999941,-37.7716009995097
2212.0,0.0,145.22437499999,-37.8167339992295
2701.0,1.0,144.800222000366,-37.7016279990214
591.0,0.0,145.381209999833,-38.2137379994912
6823.0,0.0,142.482458999827,-38.3830939995087
159.0,0.0,145.253613999864,-37.8750269987967
3484.0,0.0,144.80899999982,-37.8494709986865
4775.0,1.0,145.023299000244,-37.6524159987935
4733.0,2.0,144.967663999889,-37.837379998852
4734.0,2.0,144.977943000157,-37.8494929990696
755.0,0.0,145.134358000267,-38.1499129987119
5658.0,1.0,147.993991000433,-37.8792799993591
2445.0,1.0,144.974181000012,-37.8390499988711
2446.0,0.0,144.975022000301,-37.841352999546
2447.0,0.0,144.975740999711,-37.843340999191
2448.0,0.0,144.976720000462,-37.8460249988065
2449.0,2.0,144.977401999955,-37.8478839995166
2450.0,2.0,144.977704999688,-37.8487669987703
2467.0,2.0,144.978276999514,-37.8505119992585
116.0,0.0,145.178256999449,-37.8185089989353
5311.0,2.0,144.337776999592,-38.1530329988535
377.0,0.0,145.243149999563,-37.8976079989366
157.0,0.0,145.310585000497,-37.7613579994396
2645.0,0.0,144.766158999523,-37.6946169994619
6656.0,0.0,146.471994999858,-38.2208819993788
4494.0,1.0,144.948512000383,-37.8008149987839
4495.0,1.0,144.9504239995,-37.8010229992734
4496.0,0.0,144.945530999883,-37.8025949990467
2149.0,0.0,144.958050000493,-37.6878499990977
597.0,0.0,145.496971999552,-38.0682259987122
175.0,1.0,145.232934999733,-37.8731019992994
799.0,1.0,145.232928999471,-37.8823049990948
3435.0,0.0,144.899771000182,-37.8146649990233
2644.0,0.0,144.829058000406,-37.7752249991148
2658.0,0.0,144.739647000447,-37.7563319994153
2984.0,0.0,145.004896999619,-37.8483239992166
3505.0,1.0,144.828756999979,-37.8692929992382
2750.0,1.0,144.806067999982,-37.7523829988841
2342.0,1.0,145.086336999493,-38.0055879990558
510.0,0.0,145.11561999958,-38.0506089993768
3082.0,4.0,144.968781000465,-37.7381489987679
290.0,0.0,145.165944999624,-37.9415529986966
3042.0,2.0,144.974348999976,-37.7421689988058
3299.0,1.0,145.002604000135,-37.7847909991661
4478.0,1.0,144.939135999904,-37.7859959986934
4486.0,0.0,144.935323999972,-37.8046769991167
156.0,0.0,145.289862000232,-37.8134439988897
596.0,0.0,145.194849999884,-37.830612998718
5334.0,0.0,144.326416000493,-38.214959999527
2502.0,0.0,144.919820000289,-37.791071999219
554.0,0.0,144.889681999992,-38.3608989994601
1076.0,0.0,144.950844999459,-37.8221999990926
306.0,1.0,145.652958000397,-37.7551639993759
5078.0,0.0,144.363256999592,-38.1479779988712
5079.0,0.0,144.352389000106,-38.1752389995362
5080.0,2.0,144.331938999467,-38.12984199907
5081.0,1.0,144.36280000001,-38.1489819993455
5082.0,0.0,144.362744999614,-38.1478379988143
2145.0,0.0,144.947026999968,-37.6169639988774
892.0,1.0,145.234533999955,-37.8003679991689
2680.0,2.0,144.741608999658,-37.7295739989851
3449.0,1.0,145.001231999674,-37.8006509993847
6810.0,0.0,142.22930900015,-38.3813549992816
603.0,0.0,145.225827000374,-37.957748999455
1233.0,1.0,144.763641000271,-37.725512999238
4163.0,1.0,144.937711000311,-37.8148239989785
3967.0,1.0,144.939636000155,-37.8140959990593
297.0,1.0,145.172127999707,-37.8183689994942
2696.0,0.0,144.834748000252,-37.7767929995258
5330.0,0.0,143.38370800006,-37.4298209989765
2641.0,0.0,144.830646999974,-37.7772239987301
2643.0,0.0,144.830343999621,-37.7846719992327
2642.0,0.0,144.828374999702,-37.7791089988805
3636.0,2.0,145.020047999962,-37.9568569993218
838.0,1.0,145.152765999654,-37.8197309995409
870.0,1.0,145.122886000351,-38.0754279987785
5260.0,0.0,144.663752000265,-37.8979119993272
5261.0,0.0,144.761437999671,-37.8659779994923
111.0,2.0,145.168460000317,-37.8182669993991
5026.0,0.0,144.306297000449,-38.202288999238
5262.0,0.0,144.680242000301,-37.89068099933
2669.0,2.0,144.567140000473,-37.6843809989158
1039.0,0.0,144.964733999632,-37.8047279990959
1038.0,1.0,144.989386999943,-37.8214499988786
3727.0,0.0,145.050761999614,-37.7090679995423
3175.0,0.0,145.297834000524,-38.0717999994379
2040.0,0.0,145.1269570002,-37.7738209990111
6079.0,1.0,145.398316000463,-36.3788309991837
305.0,0.0,145.257577000455,-38.0505249990835
5272.0,1.0,144.659696000289,-37.9036769994737
3273.0,1.0,145.029601000201,-37.7362189994305
122.0,1.0,145.312383000254,-37.8023289995249
5226.0,1.0,144.344633000391,-38.1314179989799
5092.0,1.0,144.65550200038,-37.9045589993324
5093.0,0.0,144.665904000384,-37.9003659995078
5094.0,0.0,144.346531000313,-38.1499399990298
5096.0,0.0,144.347682999603,-38.1437579992138
5097.0,1.0,144.348286000076,-38.140782999054
5098.0,2.0,144.343394999507,-38.1108169988558
5099.0,1.0,144.331789999989,-38.1094199991698
5100.0,1.0,144.349926999562,-38.1320979991279
5101.0,0.0,144.349801000293,-38.1115589995345
5102.0,1.0,144.342952000474,-38.13109099908
5103.0,0.0,144.339325000013,-38.1268699988111
5104.0,1.0,144.336741000081,-38.1237679995413
5106.0,1.0,144.330367000276,-38.1159999989234
5108.0,0.0,144.345497000437,-38.0998559994776
5110.0,1.0,144.332541000232,-38.1055389988322
5111.0,0.0,144.355950000493,-38.0951809991216
5195.0,0.0,144.355857000269,-38.1455029987138
5196.0,2.0,144.360424000548,-38.1541439990821
5198.0,1.0,144.365411999944,-38.15556899929
5203.0,1.0,144.362313999525,-38.1500369990291
5070.0,0.0,144.361691999994,-38.145225999194
5071.0,0.0,144.370491999765,-38.1569679991507
5072.0,0.0,144.348771999598,-38.0830169995343
5073.0,1.0,144.358648000401,-38.0741569994602
5074.0,1.0,144.355402000216,-38.1527089989499
3989.0,0.0,144.93293399993,-37.8005879992931
3618.0,0.0,144.928999999773,-37.643785999353
2664.0,1.0,144.889289000176,-37.7686479992215
4162.0,3.0,144.955784000237,-37.8071429990258
4158.0,2.0,144.970647999999,-37.7354189992682
2798.0,1.0,144.862708999776,-37.7464209989372
5308.0,0.0,144.329066000132,-38.1446099994047
5310.0,0.0,144.35191599966,-38.1324739987861
4182.0,1.0,145.098615000376,-37.7041329988641
5905.0,0.0,143.840003999955,-37.5413329991144
5603.0,3.0,147.065774999555,-38.1115799990849
5606.0,1.0,147.067947000214,-38.1051629989225
5607.0,3.0,147.068166999448,-38.1093539994686
5608.0,0.0,147.082775000295,-38.104189998782
5654.0,0.0,147.629482000388,-37.8265949989042
5205.0,1.0,144.367320000362,-38.1514089993486
5206.0,1.0,144.371406000435,-38.1549769993916
5207.0,0.0,144.374526000198,-38.1581859990033
5208.0,0.0,144.402460999681,-38.1736459987761
5209.0,0.0,144.384507000275,-38.1686859993966
5210.0,2.0,144.391442000294,-38.1706299987249
5212.0,0.0,144.46885799998,-38.1901999989402
5213.0,1.0,144.422310999729,-38.167200999126
5215.0,0.0,144.420256000101,-38.1785309994317
5216.0,1.0,144.524632000418,-38.2678799994665
4786.0,0.0,144.991545999458,-37.7293949991318
4787.0,2.0,144.990300999684,-37.7365829992706
4788.0,0.0,144.989918999461,-37.7390279988246
4789.0,0.0,145.013685000044,-37.7343949987124
4790.0,0.0,145.011537000384,-37.7388009994461
4791.0,1.0,145.009751999609,-37.7410719995589
5259.0,1.0,144.653630000104,-37.9018429988149
6271.0,0.0,144.279811000132,-36.7636439993656
6620.0,1.0,145.930325999472,-38.1589529986774
4989.0,0.0,144.783854000112,-37.8356189993169
6697.0,1.0,146.151410999792,-38.2081959989184
789.0,0.0,145.265149000497,-37.9287959987309
3724.0,0.0,145.128560999509,-37.8930679992579
4477.0,2.0,144.945192999782,-37.7895089993615
473.0,3.0,145.106690999797,-37.8673249988655
3610.0,4.0,144.919395999554,-37.6823899990272
3358.0,1.0,145.100865000235,-37.7028549988243
153.0,0.0,145.180597999561,-37.8182039993752
6204.0,0.0,144.294246000338,-36.7522849988245
3434.0,0.0,144.89864200007,-37.7996619991995
3272.0,1.0,145.020818000239,-37.7557979991298
5802.0,1.0,143.841104000419,-37.5919649993345
3942.0,0.0,145.107784999951,-37.8548039993623
3107.0,0.0,145.042941999717,-37.9488679991299
4635.0,2.0,145.060159999716,-37.941896999045
2958.0,1.0,145.104942999709,-37.9036099989873
2959.0,0.0,145.095257999691,-37.8994749990281
3744.0,0.0,145.028583999629,-37.6874979995304
4981.0,0.0,144.887474999867,-37.848900999225
3797.0,2.0,144.970548999804,-37.7791529995236
3881.0,0.0,144.995353000018,-37.7151839995372
4835.0,2.0,144.834077999866,-37.7870209987613
3773.0,0.0,145.067213000364,-37.6381879991047
6724.0,0.0,141.630239999742,-38.1312359990045
570.0,1.0,145.252854999913,-38.109886999309
3177.0,0.0,145.335344000119,-38.0745109990011
3097.0,0.0,145.192488999925,-37.9783259991019
566.0,0.0,145.3013190002,-38.0201169986888
2756.0,0.0,144.849799000356,-37.7245539987974
878.0,0.0,145.19081600024,-37.9345689991283
701.0,0.0,145.187737999579,-38.1013499986854
5067.0,2.0,144.358538999782,-38.0761509986787
5022.0,2.0,144.341066999979,-38.1819299992115
3969.0,0.0,144.952343000207,-37.6890039994975
5229.0,0.0,144.366581999588,-38.1823139987707
542.0,0.0,145.134204000451,-38.0336889992339
555.0,0.0,144.921466999842,-38.351214999176
879.0,0.0,144.876275000477,-38.3636319989494
6645.0,0.0,146.284695000201,-38.1871359986801
6647.0,1.0,146.294665000143,-38.1799909988483
6657.0,0.0,146.391267000196,-38.2357069990854
6658.0,0.0,146.398352000154,-38.2376469991019
6660.0,1.0,146.404747999709,-38.238462999338
6662.0,1.0,146.420723999698,-38.3079419989977
6672.0,0.0,146.426140999519,-38.2464349991783
6277.0,2.0,144.2803459999,-36.7587339988938
6278.0,0.0,144.281689000116,-36.7617019990293
3572.0,3.0,144.965999999944,-37.7379999990487
1756.0,1.0,145.221726000014,-37.7706129988111
6279.0,0.0,144.305215999942,-36.7732469987778
6280.0,1.0,144.283472999484,-36.7501729988704
6281.0,0.0,144.281189000126,-36.7607089995455
2498.0,0.0,144.880190999469,-37.8053549990036
6092.0,1.0,145.403333999935,-36.3816209991576
6093.0,0.0,145.408078999959,-36.3822839991142
1305.0,0.0,145.150152000112,-38.1973549988706
6094.0,0.0,145.412873999886,-36.3829579987017
6095.0,2.0,145.407917000116,-36.3749749990089
6096.0,2.0,145.41521899962,-36.3714809990767
6097.0,1.0,145.397890999737,-36.3808979989108
6098.0,0.0,145.405818000259,-36.3819439993694
6100.0,2.0,145.651342999666,-35.9166979993013
6120.0,0.0,146.310400000179,-36.3606089995404
6124.0,2.0,146.326689000442,-36.3553639988425
6147.0,0.0,146.873684000214,-36.1181469989398
5903.0,0.0,143.822260000457,-37.5390609994028
5911.0,0.0,143.856690000437,-37.5596379986903
5912.0,0.0,143.858154999833,-37.5598059986825
5913.0,0.0,143.86423399944,-37.5604809990109
5915.0,0.0,143.863412000436,-37.5648889987268
5935.0,1.0,144.528075000545,-37.3561609986965
5937.0,0.0,144.453240000005,-37.2490829989829
5950.0,1.0,143.854404000324,-37.5638289990231
5951.0,1.0,143.854019000206,-37.5659039995111
5952.0,0.0,143.843366000385,-37.5773969991654
5958.0,1.0,143.842061000024,-37.5796119994391
5904.0,0.0,143.842540999811,-37.5416209994447
5247.0,0.0,144.761690999612,-37.8672939995348
4476.0,0.0,144.94849000023,-37.8184719992902
3191.0,1.0,145.119651999489,-37.9254849992651
404.0,1.0,145.164017000172,-37.8789339987029
4841.0,0.0,144.97062200001,-37.8540559990907
4576.0,1.0,144.971472999961,-37.8140469990585
4577.0,0.0,144.969001999758,-37.814769998906
4579.0,0.0,144.965190000135,-37.8158889988048
4580.0,0.0,144.964067999808,-37.8162179993324
4581.0,1.0,144.961581999486,-37.8169319988386
4582.0,1.0,144.960667000424,-37.8171959991142
4583.0,1.0,144.959110999462,-37.817642999172
4584.0,1.0,144.956628999845,-37.8183569988552
4585.0,1.0,144.954148999457,-37.8190699990172
4586.0,1.0,144.971014000295,-37.8130579987519
4589.0,0.0,144.963610999738,-37.8152269989847
4590.0,1.0,144.961131000247,-37.815943998805
4591.0,1.0,144.958657000383,-37.816656999242
4592.0,1.0,144.956177000029,-37.817369999447
3918.0,0.0,145.118354000467,-37.7967419994137
3919.0,0.0,145.126618999534,-37.7966409994015
727.0,0.0,145.22177299947,-38.0153829989906
754.0,0.0,145.225847999772,-38.0158729989966
6676.0,2.0,147.080002000152,-37.9667439994828
6256.0,0.0,144.246673000166,-36.7853549987856
