loss,mape,val_loss,val_mape
0.0029350079130381346,300121.34375,0.0014107896713539958,66025.40625
0.0012197805335745215,141413.6875,0.0011261285981163383,185697.703125
0.0011468279408290982,118408.8203125,0.0010547189740464091,76097.234375
0.0011050703469663858,104250.9453125,0.001083010109141469,83462.9296875
0.0010806124191731215,94110.5,0.0009959316812455654,124550.890625
0.001062008086591959,88234.125,0.0010137510253116488,47629.734375
0.001046006684191525,83008.0703125,0.000991006032563746,61138.2109375
0.0010379800805822015,81318.6640625,0.0009763191337697208,110558.671875
0.001028520055115223,78290.8828125,0.0010402884799987078,63809.82421875
0.0010198948439210653,76753.9140625,0.0009725057170726359,40601.13671875
0.00101137300953269,75670.4375,0.0010551236337050796,72874.34375
0.0010089671704918146,75249.515625,0.0013302862644195557,39942.86328125
0.0010054570157080889,74038.4609375,0.0009474593098275363,68570.1796875
0.0010022926144301891,74112.3515625,0.0009924947516992688,58616.74609375
0.000997806084342301,72355.828125,0.0009263300453312695,69011.5546875
0.0009952109539881349,71884.0078125,0.0009825247107073665,98985.2421875
0.0009926909115165472,71528.953125,0.000997355324216187,109898.1953125
0.0009892687667161226,70855.0,0.0009940771851688623,66214.4296875
0.000987890874966979,70066.1328125,0.0009634774178266525,40507.58984375
0.0009856687393039465,70138.7890625,0.0009544137283228338,44611.44140625
0.000983450678177178,69518.265625,0.0009652893641032279,104816.5390625
0.0009809168986976147,68651.6640625,0.0009658786002546549,78651.5078125
0.0009786570444703102,69737.4375,0.0009344487334601581,47605.07421875
0.0009783401619642973,69543.390625,0.0009214231977239251,76849.296875
0.0009740240639075637,70867.234375,0.0009756551589816809,147410.8125
0.000973333022557199,68638.234375,0.0009468381176702678,41864.03515625
0.0009707543649710715,68585.7734375,0.0009426603792235255,43546.55078125
0.0009717251523397863,68415.8359375,0.00092224933905527,97084.9765625
0.0009677454363554716,69279.8203125,0.000917781435418874,49853.140625
0.0009658216149546206,68805.9765625,0.000947385560721159,67288.8359375
